,uf,nome_mun,quant,codigo_ibge,valor
4478,SC,CAXAMBU DO SUL,1.0,4204103,4122467.0
4479,SC,CELSO RAMOS,1.0,4204152,3284568.0
4480,SC,CERRO NEGRO,1.0,4204178,5173492.0
4481,SC,CHAPADAO DO LAGEADO,1.0,4204194,2774083.0
4482,SC,CHAPECO,12.0,4204202,194004012.0
4483,SC,COCAL DO SUL,1.0,4204251,13147993.0
4484,SC,CONCORDIA,5.0,4204301,48849855.0
4485,SC,CORDILHEIRA ALTA,1.0,4204350,3435842.0
4486,SC,CORONEL FREITAS,1.0,4204400,8595401.0
4487,SC,CORONEL MARTINS,1.0,4204459,2323809.0
4488,SC,CORUPA,1.0,4204509,13351884.0
4489,SC,CORREIA PINTO,1.0,4204558,17948114.0
4490,SC,CRICIUMA,14.0,4204608,192663345.0
4491,SC,CUNHA PORA,1.0,4204707,7453737.0
4492,SC,CUNHATAI,1.0,4204756,1123276.0
4493,SC,CURITIBANOS,2.0,4204806,44442470.0
4494,SC,DESCANSO,1.0,4204905,5958419.0
4495,SC,DIONISIO CERQUEIRA,1.0,4205001,18622080.0
4496,SC,DONA EMMA,0.0,4205100,2573974.0
4497,SC,DOUTOR PEDRINHO,1.0,4205159,2556036.0
4498,SC,ENTRE RIOS,1.0,4205175,4498724.0
4499,SC,ERMO,1.0,4205191,2496338.0
4500,SC,ERVAL VELHO,1.0,4205209,3692425.0
4501,SC,FAXINAL DOS GUEDES,1.0,4205308,9043520.0
4502,SC,FLOR DO SERTAO,1.0,4205357,1443112.0
4503,SC,FLORIANOPOLIS,37.0,4205407,572524547.0
4504,SC,FORMOSA DO SUL,1.0,4205431,2487731.0
4505,SC,FORQUILHINHA,1.0,4205456,25057331.0
4506,SC,FRAIBURGO,3.0,4205506,31169528.0
4507,SC,FREI ROGERIO,1.0,4205555,2611015.0
4508,SC,GALVAO,1.0,4205605,3419263.0
4509,SC,GAROPABA,1.0,4205704,36046764.0
4510,SC,GARUVA,1.0,4205803,19501021.0
4511,SC,GASPAR,5.0,4205902,63987061.0
4512,SC,GOVERNADOR CELSO RAMOS,1.0,4206009,17211037.0
4513,SC,GRAO PARA,1.0,4206108,5158541.0
4514,SC,GRAVATAL,1.0,4206207,10270536.0
4515,SC,GUABIRUBA,1.0,4206306,19263308.0
4516,SC,GUARACIABA,1.0,4206405,6224031.0
4517,SC,GUARAMIRIM,1.0,4206504,37980717.0
4518,SC,GUARUJA DO SUL,1.0,4206603,4366421.0
4519,SC,GUATAMBU,1.0,4206652,5494874.0
4520,SC,HERVAL D'OESTE,0.0,4206702,16314244.0
4521,SC,IBIAM,1.0,4206751,1734253.0
4522,SC,IBICARE,1.0,4206801,2362817.0
4523,SC,IBIRAMA,1.0,4206900,13030762.0
4524,SC,ICARA,2.0,4207007,60364123.0
4525,SC,ILHOTA,1.0,4207106,16312882.0
4526,SC,IMARUI,1.0,4207205,11927398.0
4527,SC,IMBITUBA,3.0,4207304,60826759.0
4528,SC,IMBUIA,1.0,4207403,5980853.0
4529,SC,INDAIAL,3.0,4207502,50848497.0
4530,SC,IOMERE,1.0,4207577,1178930.0
4531,SC,IPIRA,1.0,4207601,3861557.0
4532,SC,IPORA DO OESTE,1.0,4207650,5225987.0
4533,SC,IPUACU,1.0,4207684,9182462.0
4534,SC,IPUMIRIM,1.0,4207700,4504988.0
4535,SC,IRACEMINHA,1.0,4207759,3179082.0
4536,SC,IRANI,1.0,4207809,8581680.0
4537,SC,IRATI,1.0,4207858,1754201.0
4538,SC,IRINEOPOLIS,1.0,4207908,13734072.0
4539,SC,ITA,1.0,4208005,5117443.0
4540,SC,ITAIOPOLIS,1.0,4208104,22892001.0
4541,SC,ITAJAI,9.0,4208203,261144156.0
4542,SC,ITAPEMA,2.0,4208302,84782563.0
4543,SC,ITAPIRANGA,1.0,4208401,7547230.0
4544,SC,ITAPOA,1.0,4208450,34383825.0
4545,SC,ITUPORANGA,1.0,4208500,20003266.0
4546,SC,JABORA,1.0,4208609,3428705.0
4547,SC,JACINTO MACHADO,1.0,4208708,10827345.0
4548,SC,JAGUARUNA,1.0,4208807,22233818.0
4549,SC,JARAGUA DO SUL,9.0,4208906,133290218.0
4550,SC,JARDINOPOLIS,1.0,4208955,1682408.0
4551,SC,JOACABA,2.0,4209003,19069563.0
4552,SC,JOINVILLE,35.0,4209102,528390705.0
4553,SC,JOSE BOITEUX,0.0,4209151,5421700.0
4554,SC,JUPIA,0.0,4209177,2648514.0
4555,SC,LACERDOPOLIS,1.0,4209201,1216868.0
4556,SC,LAGES,11.0,4209300,182805463.0
4557,SC,LAGUNA,2.0,4209409,48574933.0
4558,SC,LAJEADO GRANDE,0.0,4209458,1155910.0
4559,SC,LAURENTINO,1.0,4209508,6362966.0
4560,SC,LAURO MULLER,1.0,4209607,12073680.0
4561,SC,LEBON REGIS,1.0,4209706,14690568.0
4562,SC,LEOBERTO LEAL,1.0,4209805,3493213.0
4563,SC,LINDOIA DO SUL,1.0,4209854,3187467.0
4564,SC,LONTRAS,1.0,4209904,10011701.0
4565,SC,LUIZ ALVES,1.0,4210001,10482903.0
4566,SC,LUZERNA,1.0,4210035,3771021.0
4567,SC,MACIEIRA,1.0,4210050,1298772.0
4568,SC,MAFRA,3.0,4210100,54101978.0
4569,SC,MAJOR GERCINO,1.0,4210209,3319944.0
4570,SC,MAJOR VIEIRA,1.0,4210308,10985622.0
4571,SC,MARACAJA,1.0,4210407,6980760.0
4572,SC,MARAVILHA,1.0,4210506,19032042.0
4573,SC,MAREMA,1.0,4210555,1759282.0
4574,SC,MASSARANDUBA,1.0,4210605,13309338.0
4575,SC,MATOS COSTA,0.0,4210704,3567682.0
4576,SC,MELEIRO,1.0,4210803,6639812.0
4577,SC,MIRIM DOCE,1.0,4210852,2001236.0
4578,SC,MODELO,1.0,4210902,2510211.0
4579,SC,MONDAI,1.0,4211009,5564982.0
4580,SC,MONTE CARLO,1.0,4211058,10146601.0
4581,SC,MONTE CASTELO,1.0,4211108,11581864.0
4582,SC,MORRO DA FUMACA,1.0,4211207,17393955.0
4583,SC,MORRO GRANDE,1.0,4211256,3098702.0
4584,SC,NAVEGANTES,4.0,4211306,101597469.0
4585,SC,NOVA ERECHIM,1.0,4211405,3738257.0
4586,SC,NOVA ITABERABA,1.0,4211454,4121869.0
4587,SC,NOVA TRENTO,1.0,4211504,10079998.0
4588,SC,NOVA VENEZA,1.0,4211603,10403830.0
4589,SC,NOVO HORIZONTE,1.0,4211652,2135926.0
4590,SC,ORLEANS,1.0,4211702,17970992.0
4591,SC,OTACILIO COSTA,1.0,4211751,16160335.0
4592,SC,OURO,1.0,4211801,4400918.0
4593,SC,OURO VERDE,1.0,4211850,2461785.0
4594,SC,PAIAL,0.0,4211876,1628222.0
4595,SC,PAINEL,0.0,4211892,2825472.0
4596,SC,PALHOCA,10.0,4211900,236506932.0
4597,SC,PALMA SOLA,1.0,4212007,6469055.0
4598,SC,PALMEIRA,1.0,4212056,2441832.0
4599,SC,PALMITOS,1.0,4212106,12268849.0
4600,SC,PAPANDUVA,1.0,4212205,24360261.0
4601,SC,PARAISO,1.0,4212239,3162862.0
4602,SC,PASSO DE TORRES,1.0,4212254,13761583.0
4603,SC,PASSOS MAIA,1.0,4212270,4242896.0
4604,SC,PAULO LOPES,1.0,4212304,9117954.0
4605,SC,PEDRAS GRANDES,1.0,4212403,2942897.0
4606,SC,PENHA,2.0,4212502,42596061.0
4607,SC,PERITIBA,1.0,4212601,1609273.0
4608,SC,PESCARIA BRAVA,1.0,4212650,8650800.0
4609,SC,PETROLANDIA,1.0,4212700,4175262.0
4610,SC,BALNEARIO PICARRAS,1.0,4212809,31472361.0
4611,SC,PINHALZINHO,1.0,4212908,13567325.0
4612,SC,PINHEIRO PRETO,1.0,4213005,2016065.0
4613,SC,PIRATUBA,1.0,4213104,4725418.0
4614,SC,PLANALTO ALEGRE,1.0,4213153,2577134.0
4615,SC,POMERODE,2.0,4213203,17751289.0
4616,SC,PONTE ALTA,1.0,4213302,5537596.0
4617,SC,PONTE ALTA DO NORTE,1.0,4213351,3522058.0
4618,SC,PONTE SERRADA,1.0,4213401,11147212.0
4619,SC,PORTO BELO,1.0,4213500,31255362.0
4620,SC,PORTO UNIAO,2.0,4213609,33616924.0
4621,SC,POUSO REDONDO,1.0,4213708,14425210.0
4622,SC,PRAIA GRANDE,1.0,4213807,9926956.0
4623,SC,PRESIDENTE CASTELLO BRANCO,0.0,4213906,1161061.0
4624,SC,PRESIDENTE GETULIO,1.0,4214003,10998369.0
4625,SC,PRESIDENTE NEREU,1.0,4214102,2044830.0
4626,SC,PRINCESA,1.0,4214151,2553082.0
4627,SC,QUILOMBO,1.0,4214201,7828848.0
4628,SC,RANCHO QUEIMADO,1.0,4214300,3150350.0
4629,SC,RIO DAS ANTAS,1.0,4214409,5007296.0
4630,SC,RIO DO CAMPO,1.0,4214508,6600313.0
4631,SC,RIO DO OESTE,0.0,4214607,6491933.0
4632,SC,RIO DOS CEDROS,1.0,4214706,6845530.0
4633,SC,RIO DO SUL,6.0,4214805,55245718.0
4634,SC,RIO FORTUNA,1.0,4214904,2102847.0
4635,SC,RIO NEGRINHO,2.0,4215000,35239066.0
4636,SC,RIO RUFINO,1.0,4215059,3106363.0
4637,SC,RIQUEZA,0.0,4215075,3695449.0
4638,SC,RODEIO,1.0,4215109,8726920.0
4639,SC,ROMELANDIA,1.0,4215208,4127553.0
4640,SC,SALETE,1.0,4215307,6079831.0
4641,SC,SALTINHO,1.0,4215356,3953591.0
4642,SC,SALTO VELOSO,1.0,4215406,2412131.0
4643,SC,SANGAO,1.0,4215455,11022748.0
4644,SC,SANTA CECILIA,1.0,4215505,19038222.0
4645,SC,SANTA HELENA,1.0,4215554,1719116.0
4646,SC,SANTA ROSA DE LIMA,1.0,4215604,1466392.0
4647,SC,SANTA ROSA DO SUL,1.0,4215653,10937684.0
4648,SC,SANTA TEREZINHA,1.0,4215679,10327413.0
4649,SC,SANTA TEREZINHA DO PROGRESSO,1.0,4215687,2927490.0
4650,SC,SANTIAGO DO SUL,0.0,4215695,1374426.0
