HS - Combined  Product Code,HS - Combined  Product Description,ISIC Revision 3 Product Code,ISIC Revision 3 Product Description
852830,(1996-2006) Video projectors,3230,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, an"
852910,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,3230,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, an"
852990,Other,3230,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, an"
853010,Equipment for railways or tramways,3190,Manufacture of other electrical equipment n.e.c.
853080,Other equipment,3190,Manufacture of other electrical equipment n.e.c.
853090,Parts,3190,Manufacture of other electrical equipment n.e.c.
853110,Burglar or fire alarms and similar apparatus,3190,Manufacture of other electrical equipment n.e.c.
853120,Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),3190,Manufacture of other electrical equipment n.e.c.
853180,Other apparatus,3190,Manufacture of other electrical equipment n.e.c.
853190,Parts,3190,Manufacture of other electrical equipment n.e.c.
853210,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),3210,Manufacture of electronic valves and tubes and other electronic components
853221,Tantalum,3210,Manufacture of electronic valves and tubes and other electronic components
853222,Aluminium electrolytic,3210,Manufacture of electronic valves and tubes and other electronic components
853223,"Ceramic dielectric, single layer",3210,Manufacture of electronic valves and tubes and other electronic components
853224,"Ceramic dielectric, multilayer",3210,Manufacture of electronic valves and tubes and other electronic components
853225,Dielectric of paper or plastics,3210,Manufacture of electronic valves and tubes and other electronic components
853229,Other,3210,Manufacture of electronic valves and tubes and other electronic components
853230,Variable or adjustable (preset) capacitors,3210,Manufacture of electronic valves and tubes and other electronic components
853290,Parts,3210,Manufacture of electronic valves and tubes and other electronic components
853310,"Fixed carbon resistors, composition or film types",3210,Manufacture of electronic valves and tubes and other electronic components
853321,For a power handling capacity not exceeding 20 W,3210,Manufacture of electronic valves and tubes and other electronic components
853329,Other,3210,Manufacture of electronic valves and tubes and other electronic components
853331,For a power handling capacity not exceeding 20 W,3210,Manufacture of electronic valves and tubes and other electronic components
853339,Other,3210,Manufacture of electronic valves and tubes and other electronic components
853340,"Other variable resistors, including rheostats and potentiometers",3210,Manufacture of electronic valves and tubes and other electronic components
853390,Parts,3210,Manufacture of electronic valves and tubes and other electronic components
853400,Printed circuits.,3210,Manufacture of electronic valves and tubes and other electronic components
853510,Fuses,3120,Manufacture of electricity distribution and control apparatus
853521,For a voltage of less than 72.5 kV,3120,Manufacture of electricity distribution and control apparatus
853529,Other,3120,Manufacture of electricity distribution and control apparatus
853530,Isolating switches and makeandbreak switches,3120,Manufacture of electricity distribution and control apparatus
853540,"Lightning arresters, voltage limiters and surge suppressors",3120,Manufacture of electricity distribution and control apparatus
853590,Other,3120,Manufacture of electricity distribution and control apparatus
853610,Fuses,3120,Manufacture of electricity distribution and control apparatus
853620,Automatic circuit breakers,3120,Manufacture of electricity distribution and control apparatus
853630,Other apparatus for protecting electrical circuits,3120,Manufacture of electricity distribution and control apparatus
853641,For a voltage not exceeding 60 V,3120,Manufacture of electricity distribution and control apparatus
853649,Other,3120,Manufacture of electricity distribution and control apparatus
853650,Other switches,3120,Manufacture of electricity distribution and control apparatus
853661,Lampholders,3120,Manufacture of electricity distribution and control apparatus
853669,Other,3120,Manufacture of electricity distribution and control apparatus
853690,Other apparatus,3120,Manufacture of electricity distribution and control apparatus
853710,"For a voltage not exceeding 1,000 V",3120,Manufacture of electricity distribution and control apparatus
853720,"For a voltage exceeding 1,000 V",3120,Manufacture of electricity distribution and control apparatus
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",3120,Manufacture of electricity distribution and control apparatus
853890,Other,3120,Manufacture of electricity distribution and control apparatus
853910,Sealed beam lamp units,3150,Manufacture of electric lamps and lighting equipment
853921,Tungsten halogen,3150,Manufacture of electric lamps and lighting equipment
853922,"Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",3150,Manufacture of electric lamps and lighting equipment
853929,Other,3150,Manufacture of electric lamps and lighting equipment
853931,"Fluorescent, hot cathode",3150,Manufacture of electric lamps and lighting equipment
853932,(1996-) Mercury or sodium vapour lamps; metal halide lamps,3150,Manufacture of electric lamps and lighting equipment
853939,Other,3150,Manufacture of electric lamps and lighting equipment
853940,(-1995) Ultra-violet or infra-red lamps; arc lamps,3150,Manufacture of electric lamps and lighting equipment
853941,(1996-) Arclamps,3150,Manufacture of electric lamps and lighting equipment
853949,(1996-) Other,3150,Manufacture of electric lamps and lighting equipment
853990,Parts,3150,Manufacture of electric lamps and lighting equipment
854011,Colour,3210,Manufacture of electronic valves and tubes and other electronic components
854012,Black and white or other monochrome,3210,Manufacture of electronic valves and tubes and other electronic components
854020,Television camera tubes; image converters and intensifiers; other photocathode tubes,3210,Manufacture of electronic valves and tubes and other electronic components
854030,"(-1995) Cathode-ray tubes, nes",3210,Manufacture of electronic valves and tubes and other electronic components
854040,"(1996-) Data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",3210,Manufacture of electronic valves and tubes and other electronic components
854041,(-1995) Magnetron tubes,3210,Manufacture of electronic valves and tubes and other electronic components
854042,(-1995) Klystron tubes,3210,Manufacture of electronic valves and tubes and other electronic components
854049,"(-1995) Microwave tubes, nes",3210,Manufacture of electronic valves and tubes and other electronic components
854050,"(1996-) Data/graphic display tubes, black and white or other monochrome",3210,Manufacture of electronic valves and tubes and other electronic components
854060,(1996-) Other cathoderay tubes,3210,Manufacture of electronic valves and tubes and other electronic components
854071,(1996-) Magnetrons,3210,Manufacture of electronic valves and tubes and other electronic components
854072,(1996-) Klystrons,3210,Manufacture of electronic valves and tubes and other electronic components
854079,(1996-) Other,3210,Manufacture of electronic valves and tubes and other electronic components
854081,Receiver or amplifier valves and tubes,3210,Manufacture of electronic valves and tubes and other electronic components
854089,Other,3210,Manufacture of electronic valves and tubes and other electronic components
854091,Of cathoderay tubes,3210,Manufacture of electronic valves and tubes and other electronic components
854099,Other,3210,Manufacture of electronic valves and tubes and other electronic components
854110,"Diodes, other than photosensitive or light emitting diodes",3210,Manufacture of electronic valves and tubes and other electronic components
854121,With a dissipation rate of less than 1 W,3210,Manufacture of electronic valves and tubes and other electronic components
854129,Other,3210,Manufacture of electronic valves and tubes and other electronic components
854130,"Thyristors, diacs and triacs, other than photosensitive devices",3210,Manufacture of electronic valves and tubes and other electronic components
854140,"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes",3210,Manufacture of electronic valves and tubes and other electronic components
854150,Other semiconductor devices,3210,Manufacture of electronic valves and tubes and other electronic components
854160,Mounted piezoelectric crystals,3210,Manufacture of electronic valves and tubes and other electronic components
854190,Parts,3210,Manufacture of electronic valves and tubes and other electronic components
854210,(2002-2006) Cards incorporating an electronic integrated circuit (smart cards),3210,Manufacture of electronic valves and tubes and other electronic components
854211,"(-1995) Monolithic integrated circuits, digital",3210,Manufacture of electronic valves and tubes and other electronic components
854212,(1996-2001) Monolithic digital integrated circuits,3210,Manufacture of electronic valves and tubes and other electronic components
854213,(1996-2001) Monolithic digital integrated circuits,3210,Manufacture of electronic valves and tubes and other electronic components
854214,(1996-2001) Monolithic digital integrated circuits,3210,Manufacture of electronic valves and tubes and other electronic components
854219,"(-2001) Monolithic digital integrated circuits :-- Other, ",3210,Manufacture of electronic valves and tubes and other electronic components
854220,(-1995) Hybrid integrated circuits,3210,Manufacture of electronic valves and tubes and other electronic components
854221,(2002-2006) Digital,3210,Manufacture of electronic valves and tubes and other electronic components
854229,(2002-2006) Other,3210,Manufacture of electronic valves and tubes and other electronic components
854230,(1996-2001) Other monolithic integrated circuits,3210,Manufacture of electronic valves and tubes and other electronic components
854240,(1996-2001) Hybrid integrated circuits,3210,Manufacture of electronic valves and tubes and other electronic components
854250,(1996-2001) Electronic microassemblies,3210,Manufacture of electronic valves and tubes and other electronic components
854260,(2002-2006) Hybrid integrated circuits,3210,Manufacture of electronic valves and tubes and other electronic components
854270,(2002-2006) Electronic microassemblies,3210,Manufacture of electronic valves and tubes and other electronic components
854280,(-1995) Electronic integrated circuits and microas,3210,Manufacture of electronic valves and tubes and other electronic components
854290,Parts,3210,Manufacture of electronic valves and tubes and other electronic components
854310,"(-1995, 2007-) Particle accelerators",3190,Manufacture of other electrical equipment n.e.c.
854311,(1996-2006) Ion implanters for doping semiconductor materials,3190,Manufacture of other electrical equipment n.e.c.
854319,(1996-2006) Other,3190,Manufacture of other electrical equipment n.e.c.
854320,Signal generators,3190,Manufacture of other electrical equipment n.e.c.
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",3190,Manufacture of other electrical equipment n.e.c.
854340,(1996-2006) Electric fence energisers,3190,Manufacture of other electrical equipment n.e.c.
854380,"(-1995) Electrical machines and apparatus, having ",3190,Manufacture of other electrical equipment n.e.c.
854381,(1996-2006) Proximity cards and tags,3190,Manufacture of other electrical equipment n.e.c.
854389,(1996-2006) Other,3190,Manufacture of other electrical equipment n.e.c.
854390,Parts,3190,Manufacture of other electrical equipment n.e.c.
854411,Of copper,3130,Manufacture of insulated wire and cable
854419,Other,3130,Manufacture of insulated wire and cable
854420,Coaxial cable and other coaxial electric conductors,3130,Manufacture of insulated wire and cable
854430,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",3190,Manufacture of other electrical equipment n.e.c.
854441,(-2006) Fitted with connectors,3130,Manufacture of insulated wire and cable
854449,Other,3130,Manufacture of insulated wire and cable
854451,(-2006) Fitted with connectors,3130,Manufacture of insulated wire and cable
854459,(-2006) Other,3130,Manufacture of insulated wire and cable
854460,"Other electric conductors, for a voltage exceeding 1,000 V",3130,Manufacture of insulated wire and cable
854470,Optical fibre cables,3130,Manufacture of insulated wire and cable
854511,Of a kind used for furnaces,3190,Manufacture of other electrical equipment n.e.c.
854519,Other,3190,Manufacture of other electrical equipment n.e.c.
854520,Brushes,3190,Manufacture of other electrical equipment n.e.c.
854590,Other,3190,Manufacture of other electrical equipment n.e.c.
854610,Of glass,2610,Manufacture of glass and glass products
854620,Of ceramics,2691,Manufacture of non-structural non-refractory ceramic ware
854690,Other,3190,Manufacture of other electrical equipment n.e.c.
854710,Insulating fittings of ceramics,2691,Manufacture of non-structural non-refractory ceramic ware
854720,Insulating fittings of plastics,2520,Manufacture of plastics products
854790,Other,3190,Manufacture of other electrical equipment n.e.c.
854800,(-1995) Electrical parts of machinery or apparatus,3190,Manufacture of other electrical equipment n.e.c.
854810,"(1996-) Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",3140,"Manufacture of accumulators, primary cells and primary batteries"
854890,(1996-) Other,3190,Manufacture of other electrical equipment n.e.c.
860110,Powered from an external source of electricity,3520,Manufacture of railway and tramway locomotives and rolling stock
860120,Powered by electric accumulators,3520,Manufacture of railway and tramway locomotives and rolling stock
860210,Dieselelectric locomotives,3520,Manufacture of railway and tramway locomotives and rolling stock
860290,Other,3520,Manufacture of railway and tramway locomotives and rolling stock
860310,Powered from an external source of electricity,3520,Manufacture of railway and tramway locomotives and rolling stock
860390,Other,3520,Manufacture of railway and tramway locomotives and rolling stock
860400,"Railway or tramway maintenance or service vehicles, whether or not selfpropelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles).",3520,Manufacture of railway and tramway locomotives and rolling stock
860500,"Railway or tramway passenger coaches, not selfpropelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not selfpropelled (excluding those of heading 86.04).",3520,Manufacture of railway and tramway locomotives and rolling stock
860610,Tank wagons and the like,3520,Manufacture of railway and tramway locomotives and rolling stock
860620,"(-2006) Insulated or refrigerated vans and wagons, other than those of subheading 8606.10",3520,Manufacture of railway and tramway locomotives and rolling stock
860630,"Selfdischarging vans and wagons, other than those of subheading 8606.10 or 8606.20",3520,Manufacture of railway and tramway locomotives and rolling stock
860691,Covered and closed,3520,Manufacture of railway and tramway locomotives and rolling stock
860692,"Open, with nonremovable sides of a height exceeding 60 cm",3520,Manufacture of railway and tramway locomotives and rolling stock
860699,Other,3520,Manufacture of railway and tramway locomotives and rolling stock
860711,Driving bogies and bisselbogies,3520,Manufacture of railway and tramway locomotives and rolling stock
860712,Other bogies and bisselbogies,3520,Manufacture of railway and tramway locomotives and rolling stock
860719,"Other, including parts",3520,Manufacture of railway and tramway locomotives and rolling stock
860721,Air brakes and parts thereof,3520,Manufacture of railway and tramway locomotives and rolling stock
860729,Other,3520,Manufacture of railway and tramway locomotives and rolling stock
860730,"Hooks and other coupling devices, buffers, and parts thereof",3520,Manufacture of railway and tramway locomotives and rolling stock
860791,Of locomotives,3520,Manufacture of railway and tramway locomotives and rolling stock
860799,Other,3520,Manufacture of railway and tramway locomotives and rolling stock
860800,"Railway or tramway track fixtures and fittings; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the for",3520,Manufacture of railway and tramway locomotives and rolling stock
860900,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.,3420,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
870110,Pedestrian controlled tractors,2921,Manufacture of agricultural and forestry machinery
870120,Road tractors for semi-trailers,3410,Manufacture of motor vehicles
870130,Track-laying tractors,2924,"Manufacture of machinery for mining, quarrying and construction"
870190,Other,2921,Manufacture of agricultural and forestry machinery
870210,With compression-ignition internal combustion piston engine (diesel or semi-diesel),3410,Manufacture of motor vehicles
870290,Other,3410,Manufacture of motor vehicles
870310,Vehicles specially designed for travelling on snow; golf cars and similar vehicles,3410,Manufacture of motor vehicles
870321,"Of a cylinder capacity not exceeding 1,000 cc",3410,Manufacture of motor vehicles
870322,"Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",3410,Manufacture of motor vehicles
870323,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",3410,Manufacture of motor vehicles
870324,"Of a cylinder capacity exceeding 3,000 cc",3410,Manufacture of motor vehicles
870331,"Of a cylinder capacity not exceeding 1,500 cc",3410,Manufacture of motor vehicles
870332,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",3410,Manufacture of motor vehicles
870333,"Of a cylinder capacity exceeding 2,500 cc",3410,Manufacture of motor vehicles
870390,Other,3410,Manufacture of motor vehicles
870410,Dumpers designed for offhighway use,3410,Manufacture of motor vehicles
870421,g.v.w. not exceeding 5 tonnes,3410,Manufacture of motor vehicles
870422,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,3410,Manufacture of motor vehicles
870423,g.v.w. exceeding 20 tonnes,3410,Manufacture of motor vehicles
870431,g.v.w. not exceeding 5 tonnes,3410,Manufacture of motor vehicles
870432,g.v.w. exceeding 5 tonnes,3410,Manufacture of motor vehicles
870490,Other,3410,Manufacture of motor vehicles
870510,Crane lorries,3410,Manufacture of motor vehicles
870520,Mobile drilling derricks,3410,Manufacture of motor vehicles
870530,Fire fighting vehicles,3410,Manufacture of motor vehicles
870540,Concretemixer lorries,3410,Manufacture of motor vehicles
870590,Other,3410,Manufacture of motor vehicles
870600,"Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",3410,Manufacture of motor vehicles
870710,For the vehicles of heading 87.03,3420,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
870790,Other,3420,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
870810,Bumpers and parts thereof,3430,Manufacture of parts and accessories for motor vehicles and their engines
870821,Safety seat belts,3430,Manufacture of parts and accessories for motor vehicles and their engines
870829,Other,3430,Manufacture of parts and accessories for motor vehicles and their engines
870831,(-2006) Mounted brake linings,3430,Manufacture of parts and accessories for motor vehicles and their engines
870839,(-2006) Other,3430,Manufacture of parts and accessories for motor vehicles and their engines
870840,Gear boxes,3430,Manufacture of parts and accessories for motor vehicles and their engines
870850,"  Driveaxles with differential, whether or not provided with other transmission components",3430,Manufacture of parts and accessories for motor vehicles and their engines
870860,(-2006) Nondriving axles and parts thereof,3430,Manufacture of parts and accessories for motor vehicles and their engines
870870,Road wheels and parts and accessories thereof,3430,Manufacture of parts and accessories for motor vehicles and their engines
870880,Suspension shockabsorbers,3430,Manufacture of parts and accessories for motor vehicles and their engines
870891,Radiators,3430,Manufacture of parts and accessories for motor vehicles and their engines
870892,Silencers and exhaust pipes,3430,Manufacture of parts and accessories for motor vehicles and their engines
870893,Clutches and parts thereof,3430,Manufacture of parts and accessories for motor vehicles and their engines
870894,"Steering wheels, steering columns and steering boxes",3430,Manufacture of parts and accessories for motor vehicles and their engines
870899,Other,3430,Manufacture of parts and accessories for motor vehicles and their engines
870911,Electrical,2915,Manufacture of lifting and handling equipment
870919,Other,2915,Manufacture of lifting and handling equipment
870990,Parts,2915,Manufacture of lifting and handling equipment
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",2927,Manufacture of weapons and ammunition
871110,  With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,3591,Manufacture of motorcycles
871120,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,3591,Manufacture of motorcycles
871130,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,3591,Manufacture of motorcycles
871140,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,3591,Manufacture of motorcycles
871150,  With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,3591,Manufacture of motorcycles
871190,Other,3591,Manufacture of motorcycles
871200,"Bicycles and other cycles (including delivery tricycles), not motorised.",3592,Manufacture of bicycles and invalid carriages
871310,Not mechanically propelled,3592,Manufacture of bicycles and invalid carriages
871390,Other,3592,Manufacture of bicycles and invalid carriages
871411,Saddles,3591,Manufacture of motorcycles
871419,Other,3591,Manufacture of motorcycles
871420,Of carriages for disabled persons,3592,Manufacture of bicycles and invalid carriages
871491,"Frames and forks, and parts thereof",3592,Manufacture of bicycles and invalid carriages
871492,Wheel rims and spokes,3592,Manufacture of bicycles and invalid carriages
871493,"Hubs, other than coaster braking hubs and hub brakes, and freewheel sprocketwheels",3592,Manufacture of bicycles and invalid carriages
871494,"Brakes, including coaster braking hubs and hub brakes, and parts thereof",3592,Manufacture of bicycles and invalid carriages
871495,Saddles,3592,Manufacture of bicycles and invalid carriages
871496,"Pedals and crankgear, and parts thereof",3592,Manufacture of bicycles and invalid carriages
871499,Other,3592,Manufacture of bicycles and invalid carriages
871500,Baby carriages and parts thereof.,3699,Other manufacturing n.e.c.
871610,"Trailers and semitrailers of the caravan type, for housing or camping",3420,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
871620,Selfloading or selfunloading trailers and semitrailers for agricultural purposes,2921,Manufacture of agricultural and forestry machinery
871631,Tanker trailers and tanker semitrailers,3420,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
871639,Other,3420,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
871640,Other trailers and semitrailers,3420,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
871680,Other vehicles,3599,Manufacture of other transport equipment n.e.c.
871690,Parts,3420,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
880110,(-2006) Gliders and hang gliders,3530,Manufacture of aircraft and spacecraft
880190,(-2006) Other,3530,Manufacture of aircraft and spacecraft
880211,"Of an unladen weight not exceeding 2,000 kg",3530,Manufacture of aircraft and spacecraft
880212,"Of an unladen weight exceeding 2,000 kg",3530,Manufacture of aircraft and spacecraft
880220,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",3530,Manufacture of aircraft and spacecraft
880230,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",3530,Manufacture of aircraft and spacecraft
880240,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",3530,Manufacture of aircraft and spacecraft
880250,(-1995) Spacecraft (including satellites) and spac,3530,Manufacture of aircraft and spacecraft
880260,(1996-) Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,3530,Manufacture of aircraft and spacecraft
880310,Propellers and rotors and parts thereof,3530,Manufacture of aircraft and spacecraft
880320,Undercarriages and parts thereof,3530,Manufacture of aircraft and spacecraft
880330,Other parts of aeroplanes or helicopters,3530,Manufacture of aircraft and spacecraft
880390,Other,3530,Manufacture of aircraft and spacecraft
880400,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,1721,"Manufacture of made-up textile articles, except apparel"
880510,Aircraft launching gear and parts thereof; deckarrestor or similar gear and parts thereof,3530,Manufacture of aircraft and spacecraft
880520,(-2001) Ground flying trainers and parts thereof,3530,Manufacture of aircraft and spacecraft
880521,(2002-) Air combat simulators and parts thereof,3530,Manufacture of aircraft and spacecraft
880529,(2002-) Other,3530,Manufacture of aircraft and spacecraft
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferryboats of all kinds",3511,Building and repairing of ships
890120,Tankers,3511,Building and repairing of ships
890130,"Refrigerated vessels, other than those of subheading 8901.20",3511,Building and repairing of ships
890190,Other vessels for the transport of goods and other vessels for the transport of both persons and goods,3511,Building and repairing of ships
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products.,3511,Building and repairing of ships
890310,Inflatable,3512,Building and repairing of pleasure and sporting boats
890391,"Sailboats, with or without auxiliary motor",3512,Building and repairing of pleasure and sporting boats
890392,"Motorboats, other than outboard motorboats",3512,Building and repairing of pleasure and sporting boats
890399,Other,3512,Building and repairing of pleasure and sporting boats
890400,Tugs and pusher craft.,3511,Building and repairing of ships
890510,Dredgers,3511,Building and repairing of ships
890520,Floating or submersible drilling or production platforms,3511,Building and repairing of ships
890590,Other,3511,Building and repairing of ships
890600,"(-2001) Other vessels, including warships and lifeboats ot",3511,Building and repairing of ships
890610,(2002-) Warships,3511,Building and repairing of ships
890690,(2002-) Other,3511,Building and repairing of ships
890710,Inflatable rafts,3511,Building and repairing of ships
890790,Other,3511,Building and repairing of ships
890800,Vessels and other floating structures for breaking up.,9999,Goods not elsewhere classified
900110,"Optical fibres, optical fibre bundles and cables",3320,Manufacture of optical instruments and photographic equipment
900120,Sheets and plates of polarising material,3320,Manufacture of optical instruments and photographic equipment
900130,Contact lenses,3320,Manufacture of optical instruments and photographic equipment
900140,Spectacle lenses of glass,3320,Manufacture of optical instruments and photographic equipment
900150,Spectacle lenses of other materials,3320,Manufacture of optical instruments and photographic equipment
900190,Other,3320,Manufacture of optical instruments and photographic equipment
900211,"For cameras, projectors or photographic enlargers or reducers",3320,Manufacture of optical instruments and photographic equipment
900219,Other,3320,Manufacture of optical instruments and photographic equipment
900220,Filters,3320,Manufacture of optical instruments and photographic equipment
900290,Other,3320,Manufacture of optical instruments and photographic equipment
900311,Of plastics,3320,Manufacture of optical instruments and photographic equipment
900319,Of other materials,3320,Manufacture of optical instruments and photographic equipment
900390,Parts,3320,Manufacture of optical instruments and photographic equipment
900410,Sunglasses,3320,Manufacture of optical instruments and photographic equipment
900490,Other,3320,Manufacture of optical instruments and photographic equipment
900510,Binoculars,3320,Manufacture of optical instruments and photographic equipment
900580,Other instruments,3320,Manufacture of optical instruments and photographic equipment
900590,Parts and accessories (including mountings),3320,Manufacture of optical instruments and photographic equipment
900610,Cameras of a kind used for preparing printing plates or cylinders,3320,Manufacture of optical instruments and photographic equipment
900620,"(-2006) Cameras of a kind used for recording documents on microfilm, microfiche or other microforms",3320,Manufacture of optical instruments and photographic equipment
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes",3320,Manufacture of optical instruments and photographic equipment
900640,Instant print cameras,3320,Manufacture of optical instruments and photographic equipment
900651,"With a throughthelens viewfinder (single lens reflex (SLR)), for roll film of a width not exceeding 35 mm",3320,Manufacture of optical instruments and photographic equipment
900652,"Other, for roll film of a width less than 35 mm",3320,Manufacture of optical instruments and photographic equipment
900653,"Other, for roll film of a width of 35 mm",3320,Manufacture of optical instruments and photographic equipment
900659,Other,3320,Manufacture of optical instruments and photographic equipment
900661,Discharge lamp (electronic) flashlight apparatus,3320,Manufacture of optical instruments and photographic equipment
900662,"(-2006) Flashbulbs, flashcubes and the like",3150,Manufacture of electric lamps and lighting equipment
900669,Other,3320,Manufacture of optical instruments and photographic equipment
900691,For cameras,3320,Manufacture of optical instruments and photographic equipment
900699,Other,3320,Manufacture of optical instruments and photographic equipment
900711,For film of less than 16 mm width or for double8 mm film,3320,Manufacture of optical instruments and photographic equipment
900719,Other,3320,Manufacture of optical instruments and photographic equipment
900720,(1996-) Projectors,3320,Manufacture of optical instruments and photographic equipment
900721,(-1995) Cinematographic projectors for film of les,3320,Manufacture of optical instruments and photographic equipment
900729,"(-1995) Cinematographic projectors, nes",3320,Manufacture of optical instruments and photographic equipment
900791,For cameras,3320,Manufacture of optical instruments and photographic equipment
900792,For projectors,3320,Manufacture of optical instruments and photographic equipment
900810,Slide projectors,3320,Manufacture of optical instruments and photographic equipment
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",3320,Manufacture of optical instruments and photographic equipment
900830,Other image projectors,3320,Manufacture of optical instruments and photographic equipment
900840,Photographic (other than cinematographic) enlargers and reducers,3320,Manufacture of optical instruments and photographic equipment
900890,Parts and accessories,3320,Manufacture of optical instruments and photographic equipment
900911,(-2006) Operating by reproducing the original image directly onto the copy (direct process),3000,"Manufacture of office, accounting and computing machinery"
900912,(-2006) Operating by reproducing the original image via an intermediate onto the copy (indirect process),3000,"Manufacture of office, accounting and computing machinery"
900921,(-2006) Incorporating an optical system,3000,"Manufacture of office, accounting and computing machinery"
900922,(-2006) Of the contact type,3000,"Manufacture of office, accounting and computing machinery"
900930,(-2006) Thermocopying apparatus,3000,"Manufacture of office, accounting and computing machinery"
900990,(-2001) Parts and accessories,3000,"Manufacture of office, accounting and computing machinery"
900991,(2002-2006) Automatic document feeders,3000,"Manufacture of office, accounting and computing machinery"
900992,(2002-2006) Paper feeders,3000,"Manufacture of office, accounting and computing machinery"
900993,(2002-2006) Sorters,3000,"Manufacture of office, accounting and computing machinery"
900999,(2002-2006) Other,3000,"Manufacture of office, accounting and computing machinery"
901010,Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper,3320,Manufacture of optical instruments and photographic equipment
901020,(-1995) Apparatus and equipment for photographic (,3320,Manufacture of optical instruments and photographic equipment
901030,(-1995) Projection screens,3320,Manufacture of optical instruments and photographic equipment
901041,(1996-2006) Direct writeonwafer apparatus,3320,Manufacture of optical instruments and photographic equipment
901042,(1996-2006) Step and repeat aligners,3320,Manufacture of optical instruments and photographic equipment
901049,(1996-2006) Other,3320,Manufacture of optical instruments and photographic equipment
901050,(1996-) Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes,3320,Manufacture of optical instruments and photographic equipment
901060,(1996-) Projection screens,3320,Manufacture of optical instruments and photographic equipment
901090,Parts and accessories,3320,Manufacture of optical instruments and photographic equipment
901110,Stereoscopic microscopes,3320,Manufacture of optical instruments and photographic equipment
901120,"Other microscopes, for photomicrography, cinephotomicrography or microprojection",3320,Manufacture of optical instruments and photographic equipment
901180,Other microscopes,3320,Manufacture of optical instruments and photographic equipment
901190,Parts and accessories,3320,Manufacture of optical instruments and photographic equipment
901210,Microscopes other than optical microscopes; diffraction apparatus,3312,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other pur"
901290,Parts and accessories,3312,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other pur"
