"CO_NBM";"CO_NCM"
"2707910000";"27079100"
"2709000200";"27090090"
"2710000301";"27100029"
"2710000399";"27100029"
"2710009906";"27100095"
"2710009999";"27100099"
"2711299900";"27112990"
"2712100000";"27121000"
"2712200000";"27122000"
"2712900199";"27129000"
"2714100000";"27141000"
"2908900802";"29089019"
"2908901101";"29089019"
"2908901102";"29089019"
"2908901199";"29089019"
"2909190900";"29091990"
"2909191400";"29091990"
"2909300300";"29093019"
"2909300600";"29093019"
"2909300700";"29093019"
"2909301500";"29093019"
"2909301800";"29093019"
"2909302000";"29093019"
"2909440100";"29094411"
"2909449900";"29094932"
"2909490500";"29094990"
"2909509900";"29095090"
"2909600200";"29096020"
"2909600900";"29096012"
"2910300000";"29103000"
"2911000500";"29110090"
"2912190800";"29121919"
"5105309900";"51053000"
"5106200000";"51062000"
"5107100201";"51071011"
"5108100000";"51081000"
"5108200000";"51082000"
"5112110200";"51121100"
"5112190200";"51121920"
"5201000000";"52010090"
"5202100000";"52021000"
"5205159900";"52051500"
"5205230100";"52052310"
"5205259900";"52052600"
"5206140100";"52061400"
"5206149900";"52061400"
"2309900602";"23099090"
"2401109901";"24011030"
"2401109999";"24011090"
"2403910000";"24039100"
"2501000199";"25010019"
"2503900100";"25030090"
"2503909900";"25030010"
"2507009900";"25070090"
"2508100000";"25081000"
"2513110000";"25131100"
"2513210100";"25132000"
"2931000503";"29310042"
"2931000510";"29310046"
"2931000599";"29310049"
"2932190300";"29321930"
"2932199900";"29321990"
"2932210200";"29322190"
"2932210300";"29322190"
"2932290200";"29322920"
"2932900200";"29329999"
"2932900602";"29329999"
"2932900604";"29329911"
"2932900801";"29329100"
"2932900802";"29329400"
"2932901100";"29329999"
"2933110200";"29331112"
"2933190201";"29331919"
"2933391000";"29333932"
"2933391400";"29333919"
"2933391900";"29333919"
"3210000102";"32100010"
"3215900200";"32159000"
"3301130000";"33011300"
"3301199900";"33011900"
"3301220000";"33012200"
"3301259900";"33012590"
"3301290200";"33012990"
"3301290400";"33012912"
"3301291000";"33012990"
"3301299900";"33012990"
"3301900201";"33019020"
"3301900303";"33019030"
"3301900304";"33019030"
"3301900399";"33019030"
"3302900100";"33029019"
"3304109900";"33041000"
"3304300300";"33043000"
"3304300400";"33043000"
"3304910100";"33049100"
"3304999900";"33049990"
"3305200000";"33052000"
"3307900700";"33079000"
"2202900699";"22021000"
"2202900702";"22021000"
"2202900799";"22021000"
"2202901202";"22021000"
"2202901399";"22021000"
"2202901401";"22021000"
"2204100300";"22041090"
"2204210101";"22042100"
"2204210302";"22042100"
"2204210303";"22042100"
"2204210501";"22042100"
"2204210603";"22042100"
"2204210604";"22042100"
"2922300800";"29223090"
"2922309900";"29223090"
"2922429900";"29224220"
"2922490900";"29224959"
"2922499900";"29224990"
"2922500100";"29225099"
"2922501101";"29225041"
"2924100600";"29241019"
"2924100800";"29242961"
"2924100900";"29241022"
"2924101200";"29241092"
"2924109900";"29241099"
"2924290700";"29242945"
"2924291600";"29242941"
"2924291702";"29242999"
"2924291707";"29242999"
"2924292000";"29242120"
"2924292100";"29242942"
"2924292400";"29242949"
"2924292800";"29242911"
"9025809900";"90258000"
"9026100100";"90261020"
"9026900100";"90269010"
"9027200102";"90272012"
"9027200199";"90272019"
"9027200200";"90272020"
"9027300700";"90273039"
"9027309900";"90273029"
"9027500200";"90275020"
"9027809900";"90278090"
"9027900100";"90279010"
"9027900205";"90279099"
"9027900299";"90279093"
"6107190000";"61071900"
"6107210000";"61072100"
"6107220000";"61072200"
"6108320000";"61083200"
"7314300000";"73143100"
"7317000199";"73170020"
"7317000201";"73170090"
"7318120000";"73181200"
"7318190000";"73181900"
"7318220000";"73182200"
"7319100100";"73191000"
"8466309900";"84663000"
"8466919900";"84669100"
"8466920304";"84669200"
"8466920599";"84669200"
"8466930600";"84669360"
"8467190100";"84671900"
"8467990000";"84679900"
"8468200299";"84682000"
"8469319999";"84693090"
"8470100000";"84701000"
"8471100000";"84711000"
"8471920101";"84714961"
"8471920302";"84714966"
"8471920700";"84716042"
"9029100200";"90291090"
"9029109900";"90291090"
"9029109999";"90291090"
"9029909900";"90299090"
"9031800200";"90318011"
"9031800699";"90318090"
"9031800700";"90318090"
"9031809901";"90318090"
"9031900200";"90319090"
"9032100100";"90321090"
"9032890101";"90328919"
"9032890102";"90328911"
"9032890204";"90328983"
"5910000000";"59100000"
"9114909900";"91149090"
"9201200100";"92012000"
"9202900400";"92029000"
"9202900700";"92029000"
"9205100201";"92051000"
"9205100399";"92051000"
"9205900101";"92059000"
"9205900200";"92059000"
"9207900101";"92079090"
"9208100000";"92081000"
"6302390000";"63023900"
"6302910100";"63029100"
"6302929999";"63029200"
"6002920000";"60029200"
"6101100000";"61011000"
"6103190000";"61031900"
"6103310000";"61033100"
"6103320000";"61033200"
"6103390000";"61033900"
"6104410000";"61044100"
"6104440000";"61044400"
"7321120100";"73211200"
"7324100000";"73241000"
"6207920000";"62079200"
"6207990000";"62079900"
"6208290000";"62082900"
"6209300100";"62093000"
"6209900100";"62099000"
"6211410000";"62114100"
"6213200000";"62132000"
"6216000300";"62160000"
"7411100300";"74111090"
"7411220300";"74112290"
"7412200000";"74122000"
"7414100100";"74142000"
"7415390000";"74153900"
"6304990000";"63049900"
"6305310100";"63053310"
"6307209900";"63072000"
"6307900200";"63079010"
"6307909903";"63079090"
"7616100201";"76161000"
"7326110000";"73261100"
"7326900700";"73269000"
"7326909999";"73269000"
"7404000000";"74040000"
"7407220100";"74072210"
"7407290101";"74072910"
"7409909900";"74099000"
"8471930599";"84717039"
"8471939900";"84717090"
"7419990200";"74199900"
"7503000000";"75030000"
"7507120000";"75071200"
"7604100000";"76041010"
"7610100000";"76101000"
"7610909900";"76109000"
"8478100200";"84781090"
"8479810000";"84798100"
"8479829900";"84798290"
"8479890600";"84798999"
"7801910000";"78019100"
"7801990199";"78019900"
"7901120100";"79011210"
"7901200100";"79012010"
"7902000000";"79020000"
"7907900100";"79070000"
"7907900300";"79070000"
"8006000300";"80060000"
"8007000100";"80070000"
"8101939900";"81019300"
"8101990101";"81019910"
"8102910200";"81029100"
"8105109900";"81051090"
"8106000100";"81060010"
"8482910200";"84829120"
"8482910300";"84829130"
"8482910400";"84829190"
"8482990100";"84829900"
"8483100301";"84831030"
"8472900200";"84729090"
"8472900400";"84729030"
"8473300700";"84733032"
"8473301100";"84733099"
"8473301200";"84733039"
"8473309900";"84733049"
"8474209900";"84742090"
"8474800200";"84748090"
"8474900100";"84749000"
"8475100000";"84751000"
"8476110000";"84762100"
"8476190000";"84762900"
"8477100100";"84771019"
"8477599900";"84775990"
"8479890901";"84798931"
"8480490100";"84804910"
"8480710000";"84807100"
"8481109900";"84811000"
"8481200100";"84812010"
"8481209901";"84812090"
"8481209999";"84812090"
"8481800101";"84818091"
"8481800501";"84818019"
"8481800599";"84818019"
"9111200100";"91112010"
"9111800000";"91118000"
"9113100000";"91131000"
"9114900600";"91149040"
"9114900700";"91149050"
"8483600100";"84836011"
"8484900100";"84849000"
"8484900300";"84849000"
"8485900200";"84859000"
"8485909900";"84859000"
"8501100500";"85011021"
"8501320299";"85013220"
"8501330299";"85013320"
"8501340201";"85013420"
"8501530201";"85015310"
"8502120000";"85021210"
"9102129901";"91021290"
"9102190200";"91021900"
"9102919999";"91029100"
"9105999900";"91059900"
"9108190100";"91081900"
"9108199900";"91081900"
"9110120100";"91101200"
"6204310000";"62043100"
"6204490000";"62044900"
"6204510000";"62045100"
"6204590000";"62045900"
"8504400300";"85044090"
"8504409902";"85044029"
"8504900102";"85049010"
"8507200100";"85072010"
"8507800000";"85078000"
"8508800107";"85088091"
"8509900000";"85099000"
"8305200000";"83052000"
"8306219900";"83062100"
"8306299999";"83062900"
"8308900100";"83089090"
"8308900200";"83089010"
"8311200400";"83112000"
"8402110000";"84021100"
"8404900100";"84049010"
"8405109900";"84051000"
"8407100000";"84071000"
"8407310201";"84073190"
"8407310299";"84073190"
"8541290100";"85412910"
"8541409904";"85414039"
"8541900100";"85419090"
"8542200000";"85424090"
"8542800000";"85425000"
"8544490100";"85444900"
"8547100000";"85471000"
"5211510000";"52115100"
"7202700000";"72027000"
"7205100100";"72051000"
"7206100200";"72061000"
"7207199900";"72071900"
"7208230200";"72082690"
"7208330000";"72084000"
"7208410200";"72085100"
"8432100100";"84321000"
"8432290300";"84322900"
"8433190000";"84331900"
"9209929900";"92099200"
"9209990100";"92099900"
"9305290000";"93052900"
"9305900100";"93059090"
"9305900201";"93059090"
"9307000000";"93070000"
"9401100100";"94011010"
"9401400100";"94014090"
"9401400200";"94014010"
"9401799999";"94017900"
"9401800401";"94018000"
"9402900500";"94029090"
"8526109900";"85261000"
"8526910100";"85269100"
"8526920200";"85269200"
"8527190100";"85271910"
"8527210100";"85272110"
"8527210200";"85272190"
"8527290100";"85272900"
"8527399900";"85273990"
"8529900101";"85299019"
"8530100100";"85301090"
"8530800100";"85308090"
"8530809900";"85308090"
"8531900000";"85319000"
"8532210000";"85322190"
"9608400100";"96084000"
"5304900101";"53049000"
"5305110000";"53051100"
"5308200000";"53082000"
"5308900101";"53089000"
"5308909901";"53089000"
"5309210101";"53092100"
"5311000299";"53110000"
"7103990299";"71039900"
"7103990302";"71039900"
"7103990304";"71039900"
"7103990309";"71039900"
"8434200299";"84342090"
"8436290000";"84362900"
"8438100000";"84381000"
"8439100100";"84391010"
"8442509900";"84425000"
"8443120100";"84431200"
"8708990200";"87089900"
"8708999900";"87089900"
"6401990200";"64019900"
"6402110000";"64021200"
"6402919900";"64029100"
"0306230000";"03062300"
"2799999900";"27090010"
"2803009900";"28030090"
"2804900000";"28049000"
"2805199900";"28051900"
"2805300200";"28053090"
"2806200000";"28062000"
"2809200102";"28092011"
"2811190300";"28111990"
"2811190501";"28111910"
"2811190600";"28111990"
"2811191000";"28111990"
"2811199900";"28111990"
"2812100100";"28121019"
"2812100203";"28121019"
"2812100399";"28121011"
"2812109901";"28121019"
"2813900100";"28139090"
"2815300100";"28153000"
"2816300200";"28163090"
"2912420000";"29124200"
"2913000400";"29130090"
"2914190200";"29141929"
"2914190500";"29141923"
"2914190800";"29141929"
"2914191100";"29141929"
"2914230200";"29142320"
"2914490100";"29144099"
"2914690100";"29146920"
"2914690500";"29146990"
"2914701100";"29147019"
"2914701300";"29147019"
"2915129900";"29151290"
"2915240000";"29152400"
"2915390800";"29153991"
"2915391200";"29153939"
"2915392200";"29153951"
"2915392600";"29153954"
"2915400199";"29154090"
"2915400202";"29154020"
"9503900300";"95039010"
"9503900400";"95039090"
"9503909900";"95039090"
"9504300000";"95043000"
"9504909900";"95049000"
"9506290200";"95062900"
"9506690000";"95066900"
"9507100000";"95071000"
"9508009900";"95080000"
"9601100000";"96011000"
"9603400200";"96034090"
"9603500000";"96035000"
"9603900100";"96039000"
"9603900500";"96039000"
"9603909900";"96039000"
"9605000102";"96050000"
"9606220000";"96062200"
"9606300000";"96063000"
"9608200100";"96082000"
"9608319900";"96083100"
"8414900402";"84149032"
"8415810200";"84152010"
"8415830100";"84152090"
"8416209900";"84162090"
"8418109900";"84181000"
"8418610000";"84186190"
"8418999900";"84189900"
"8540120000";"85401200"
"8540420000";"85407200"
"8704220100";"87042210"
"8704320100";"87043210"
"8705400000";"87054000"
"8705900000";"87059000"
"8706009900";"87060090"
"8707109900";"87071000"
"8707900200";"87079090"
"8708100000";"87081000"
"8708299900";"87082999"
"8708600000";"87086090"
"8708700300";"87087090"
"5403209900";"54032090"
"5403390101";"54033900"
"5403390299";"54033900"
"5403419900";"54034100"
"5403490199";"54034900"
"7216509901";"72165000"
"7216600100";"72166110"
"7216600300";"72166190"
"7216900100";"72169100"
"7216900300";"72169100"
"7217119900";"72171090"
"7217130100";"72173090"
"7217199900";"72179000"
"7217220100";"72172090"
"7217239900";"72173090"
"7218900100";"72189100"
"7219120000";"72191200"
"7219330000";"72193300"
"7219900000";"72199010"
"7222100100";"72221100"
"8448390203";"84483921"
"8448390204";"84483929"
"8448390299";"84483929"
"8448410100";"84484100"
"8448419900";"84484100"
"8448420000";"84484200"
"6815100300";"68151010"
"6902900101";"69029010"
"6902900199";"69029090"
"6903100101";"69031011"
"6908909900";"69089000"
"6911100100";"69111010"
"6912000103";"69120000"
"7001000102";"70010000"
"5701900202";"57019000"
"5703100000";"57031000"
"5703900000";"57039000"
"5704900101";"57049000"
"5801100200";"58011000"
"5801109900";"58011000"
"5801220100";"58012200"
"5801249900";"58012400"
"5801260200";"58012600"
"5801269900";"58012600"
"5801320200";"58013200"
"5801340200";"58013400"
"5801350200";"58013500"
"5801360200";"58013600"
"5801369900";"58013600"
"7222300000";"72223000"
"7222400202";"72224010"
"7222400299";"72224010"
"7222400302";"72224010"
"5406100100";"33062000"
"5406109900";"54061000"
"5407100100";"54071011"
"5407430200";"54074300"
"5407600200";"54076100"
"5407730200";"54077300"
"5407820100";"54078200"
"5407830100";"54078300"
"7117909904";"71179000"
"7202190000";"72021900"
"8448490200";"84484910"
"8448519900";"84485100"
"8451210100";"84512100"
"8451900199";"84519090"
"8452290100";"84522910"
"8453100100";"84531090"
"9006910400";"90069190"
"9007290200";"90072090"
"9007910000";"90079100"
"9008100000";"90081000"
"9009300100";"90093000"
"9013800300";"90138090"
"9014209900";"90142090"
"9015800200";"90158090"
"9015800400";"90158010"
"9015800501";"90158090"
"9015900000";"90159010"
"9017200303";"90172000"
"9017200304";"90172000"
"9017200399";"90172000"
"9017200403";"90172000"
"5605009900";"56050090"
"5606000200";"56060000"
"5608190000";"56081900"
"5608909900";"56089000"
"7304100699";"73041090"
"7304100700";"73041090"
"7304310101";"73043110"
"7304390200";"73043990"
"7304399999";"73043990"
"8456200200";"84562010"
"8456300200";"84563010"
"8457300000";"84573090"
"8458910100";"84589100"
"8458990299";"84589900"
"8459100299";"84591000"
"8459109900";"84591000"
"8459510200";"84595100"
"8459510300";"84595100"
"8459510400";"84595100"
"8459599900";"84595900"
"9017300100";"90173010"
"9017809900";"90178090"
"9017900000";"90179010"
"9018320201";"90183211"
"9018900100";"90189050"
"9018901900";"90189040"
"9018902000";"90189099"
"9019109900";"90191000"
"9019200200";"90192010"
"9021909900";"90219099"
"9022110100";"90221311"
"9022110300";"90221412"
"5802300201";"58023000"
"5803909900";"58039000"
"5804309900";"58043090"
"5806390100";"58063900"
"5806399901";"58063900"
"5810100200";"58101000"
"5811009902";"58110000"
"5901900000";"59019000"
"7304900199";"73049019"
"7305129901";"73051200"
"7305190101";"73051900"
"7305190200";"73051900"
"6115200000";"61152010"
"6115930000";"61159300"
"6203390000";"62033900"
"7310290100";"73102910"
"7310290101";"73102990"
"7305399900";"73053900"
"7306200100";"73062000"
"7306300100";"73063000"
"7307190100";"73071910"
"7307190200";"73071990"
"7307230000";"73072300"
"7307929900";"73079200"
"7308900200";"73089090"
"7308900400";"73089010"
"8460119900";"84601100"
"8460310000";"84603100"
"8460390000";"84603900"
"8460909900";"84609090"
"8461100100";"84611000"
"8461200200";"84612010"
"8461900200";"84619010"
"8462910200";"84629119"
"8462990200";"84629990"
"8463100100";"84631090"
"8464109900";"84641000"
"8464200200";"84642010"
"8464909900";"84649090"
"8465109900";"84651000"
"8465920400";"84659219"
"8465950100";"84659511"
"9023000100";"90230000"
"9023000300";"90230000"
"9025800700";"90258000"
"9026200100";"90262010"
"9027200101";"90272011"
"9027300100";"90273011"
"9027400000";"90274000"
"9027500300";"90275090"
"9027500600";"90275090"
"9027500700";"90275040"
"9027800500";"90278014"
"9027800800";"90278090"
"9027900201";"90279099"
"6104620000";"61046200"
"6106200000";"61062000"
"6106900000";"61069000"
"7314209900";"73142000"
"7314309900";"73143100"
"7315110102";"73151100"
"7315119999";"73151100"
"7317000300";"73170030"
"7320900100";"73209000"
"7320909900";"73209000"
"7321110200";"73211100"
"7321119900";"73211100"
"8466100100";"84661000"
"8466300100";"84663000"
"8466920501";"84669200"
"8466921200";"84669200"
"8466930300";"84669330"
"8468909900";"84689090"
"8469109900";"84691100"
"8469219900";"84692000"
"8470290000";"84702900"
"8470400000";"84704000"
"8471920200";"84714964"
"8471920402";"84716012"
"9028900100";"90289010"
"9029900200";"90299010"
"9030109900";"90301090"
"9030200199";"90302021"
"9030319900";"90303100"
"9030390101";"90303911"
"9030390200";"90303921"
"9030810000";"90308210"
"9030900199";"90309010"
"9030909900";"90309090"
"9031400000";"90314900"
"9031800501";"90318090"
"9031800599";"90318090"
"9031800601";"90318090"
"9608990299";"96089981"
"9608999999";"96089990"
"9609200000";"96092000"
"9611000000";"96110000"
"9612100200";"96121012"
"9613800299";"96138000"
"9614900199";"96149000"
"9616100100";"96161000"
"9618000000";"96180000"
"9701900300";"97019000"
"9702000000";"97020000"
"9706000100";"97060000"
"7002390200";"70023900"
"7002399901";"70023900"
"7003190201";"70031900"
"7103991003";"71039900"
"7105100200";"71051000"
"7111000100";"71110000"
"7112100000";"71121000"
"8419200000";"84192000"
"8419509901";"84195010"
"8419819900";"84198190"
"8711500000";"87115000"
"8711900000";"87119000"
"8716390000";"87163900"
"8716409900";"87164000"
"8716800101";"87168000"
"8716800102";"87168000"
"8716800199";"87168000"
"8802200201";"88022022"
"8802209900";"88022090"
"8802300202";"88023029"
"8802300399";"88023039"
"8803100000";"88031000"
"5513110000";"55131100"
"5513210000";"55132100"
"5513320000";"55133200"
"5513390000";"55133900"
"5513490000";"55134900"
"5514110000";"55141100"
"8107900000";"81079000"
"8108100200";"81081000"
"8108909902";"81089000"
"8109109900";"81091000"
"8112110100";"81121100"
"8112200100";"81122010"
"8112300200";"81123000"
"8201600000";"82016000"
"8202109900";"82021000"
"8202320100";"82023900"
"8202990100";"82029910"
"8205100500";"82051000"
"8205590900";"82055900"
"8205591100";"82055900"
"7003300000";"70033000"
"7004900203";"70049000"
"7005100202";"70051000"
"7005210201";"70052100"
"7005210203";"70052100"
"7005290201";"70052900"
"7008000200";"70080000"
"7009100000";"70091000"
"7011909900";"70119000"
"7013290000";"70132900"
"8407340200";"84073410"
"8407900199";"84079000"
"8407900500";"84079000"
"8408200000";"84082020"
"8409910200";"84099112"
"8409910400";"84099120"
"8420100200";"84201021"
"8420990000";"84209900"
"8421229900";"84212200"
"8421290101";"84212919"
"8423810100";"84238190"
"8424810101";"84248119"
"8424810103";"84248119"
"8425119900";"84251100"
"5514220000";"55142200"
"5514330000";"55143300"
"5514490000";"55144900"
"5516340000";"55163400"
"5516440000";"55164400"
"5601309900";"56013090"
"5602900000";"56029000"
"5604900300";"56049010"
"5604909900";"56049090"
"7209110000";"72091500"
"7209210200";"72091500"
"7209230300";"72091700"
"8510900102";"85109011"
"8511800401";"85118030"
"8515800100";"85158010"
"8516330000";"85163300"
"8516790400";"85167990"
"8517100300";"85171910"
"9402900700";"94029090"
"8409990901";"84099990"
"8410110000";"84101100"
"8410130000";"84101300"
"8411120000";"84111200"
"8411210000";"84112100"
"8411990100";"84119900"
"8412800100";"84128000"
"8412800200";"84128000"
"8413300101";"84133010"
"8413810000";"84138100"
"8414200100";"84142000"
"8414209900";"84142000"
"8414300200";"84143091"
"8533390200";"85333990"
"8533400101";"85334011"
"8533409902";"85334099"
"8535100000";"85351000"
"8536209900";"85362000"
"8607190500";"86071990"
"8607990200";"86079900"
"8701109900";"87011000"
"8701200100";"87012000"
"8701209900";"87012000"
"8703220101";"87032210"
"8703220300";"87032210"
"8703230299";"87032310"
"8703239900";"87032390"
"8703240101";"87032410"
"5401200200";"54012090"
"5401200400";"54012090"
"5402109901";"54021010"
"7209330000";"72092700"
"7209410200";"72092500"
"7209410300";"72092500"
"7209430200";"72092700"
"7210200000";"72102000"
"7210500000";"72105000"
"7210900000";"72109000"
"7211129900";"72111400"
"7212290000";"72122010"
"7212400100";"72124010"
"7213200200";"72132000"
"8443190000";"84431990"
"8443210000";"84432100"
"8443290000";"84432900"
"8443409900";"84434090"
"8443500100";"84434010"
"8443600100";"84436010"
"8445190201";"84451921"
"8445190202";"84451922"
"9403200100";"94032000"
"9403200300";"94032000"
"9403400000";"94034000"
"9403809904";"94038000"
"9405100100";"94051099"
"9405100500";"94051092"
"9405100600";"94051093"
"9405200200";"94052000"
"9405200500";"94052000"
"9405209900";"94052000"
"9405500100";"94055000"
"9405500200";"94055000"
"9405990400";"94059900"
"9406000299";"94060099"
"9406009900";"94060099"
"9502910000";"95029100"
"8536500101";"85365090"
"8536500299";"85365010"
"8536610000";"85366100"
"8536690100";"85366910"
"8538900399";"85389090"
"8538900400";"85389090"
"8539100100";"85391010"
"8539100200";"85391010"
"8539290300";"85392910"
"8539409900";"85394900"
"8539900300";"85399020"
"0402210103";"04022120"
"0402290199";"04022910"
"0403109900";"04031000"
"0403900100";"04039000"
"0403909900";"04039000"
"0406400100";"04064000"
"0406900800";"04069020"
"0406901000";"04061010"
"0406901100";"04069010"
"0407000199";"04070090"
"0407009900";"04070090"
"0408999900";"04089900"
"0502100102";"05021011"
"0502900199";"05029010"
"0503000199";"05030000"
"0504009900";"05040090"
"1905209900";"19052000"
"1905300400";"19053010"
"1905409902";"19054000"
"1905409999";"19054000"
"2001900300";"20019000"
"2001900400";"20019000"
"2002109900";"20021000"
"2003109900";"20031000"
"2004100200";"20041000"
"2004900210";"20049000"
"2005900200";"20059000"
"2006000101";"20060000"
"2006000200";"20060000"
"2006009900";"20060000"
"2007990104";"20079910"
"2007990306";"20079990"
"3801909900";"38019000"
"3802100000";"38021000"
"3803000100";"38030000"
"3805100200";"38051000"
"3805900000";"38059000"
"3807000200";"38070000"
"3807000300";"38070000"
"3808109902";"38081010"
"3809939900";"38099390"
"3811210199";"38112110"
"3811210201";"38112130"
"0000100000";"99910000"
"0303210000";"03032100"
"0303330000";"03033300"
"0303760000";"03037600"
"0304209900";"03042090"
"0304909900";"03049000"
"0305620100";"03056200"
"0305690200";"03056900"
"0305699900";"03056900"
"0306210000";"03062100"
"0306220000";"03062200"
"0306220199";"03062900"
"0306290101";"03062900"
"2714900300";"27149000"
"2715000399";"27150000"
"2716000000";"27160000"
"2801100000";"28011000"
"2804210000";"28042100"
"2804709900";"28047030"
"2804800000";"28048000"
"2805220100";"28052210"
"2807000101";"28070010"
"2807000200";"28070020"
"2809100000";"28091000"
"2811190101";"28111940"
"2811190901";"28111920"
"2811190999";"28111990"
"2812100204";"28121019"
"2812100700";"28121029"
"2816100100";"28161010"
"2816300100";"28163010"
"2912490100";"29124910"
"2912490200";"29124990"
"2912490400";"29124990"
"2913000100";"29130010"
"2914199900";"29141990"
"2914290500";"29142990"
"2914490200";"29144099"
"2914610000";"29146100"
"2914690300";"29146990"
"2914690600";"29146990"
"2914700101";"29147019"
"2914701700";"29147019"
"2915230000";"29152300"
"2915390100";"29153939"
"2915392100";"29153939"
"2915392400";"29153955"
"2915393000";"29153963"
"2915399900";"29153999"
"2915400101";"29154010"
"9503900600";"95039090"
"9504200100";"95042000"
"9504900300";"95049000"
"9505100000";"95051000"
"9506400300";"95064000"
"9506510000";"95065100"
"9506620000";"95066200"
"9507900100";"95079000"
"9603900600";"96039000"
"8414809900";"84148029"
"8414900404";"84149034"
"8414900406";"84149039"
"8414900499";"84149039"
"8415810100";"84152010"
"8415810300";"84158110"
"8415820100";"84152010"
"8415820200";"84152010"
"8415829900";"84158290"
"8417100101";"84171010"
"8417100199";"84171010"
"8418290000";"84182900"
"8418990200";"84189900"
"8540890400";"85408910"
"8540899900";"85408990"
"8540910100";"85409140"
"8541109900";"85411029"
"8703330500";"87033310"
"8703900200";"87039000"
"8703900400";"87039000"
"8704100000";"87041000"
"8704319900";"87043190"
"8705300000";"87053000"
"8708290100";"87082991"
"8708399900";"87083900"
"8708700100";"87087010"
"8708939900";"87089300"
"5403390201";"54033900"
"7217210100";"72171090"
"7217230100";"72173090"
"7217320000";"72172010"
"7217330000";"72173010"
"7219110000";"72191100"
"7220110000";"72201100"
"7221000100";"72210000"
"8448390201";"84483922"
"6815910100";"68159110"
"6902200103";"69022010"
"6902909999";"69029090"
"6903200200";"69032020"
"6903209900";"69032090"
"6904900000";"69049000"
"6907900000";"69079000"
"6909119999";"69091100"
"6909199901";"69091910"
"6910100000";"69101000"
"6913900100";"69139000"
"6914909900";"69149000"
"5701900299";"57019000"
"5702200000";"57022000"
"5703200000";"57032000"
"5801310200";"58013100"
"5801330200";"58013300"
"5801360100";"58013600"
"7222400102";"72224090"
"7224909900";"72249000"
"7226910000";"72269100"
"5407100299";"54071029"
"5407420100";"54074200"
"5407510200";"54075100"
"8448499901";"84484990"
"8448499999";"84484990"
"8448510200";"84485100"
"8450190100";"84501900"
"8451400100";"84514010"
"8452210100";"84522110"
"8452219900";"84522190"
"8452299900";"84522990"
"8452309900";"84523000"
"8452909901";"84529093"
"8453200000";"84532000"
"9006910200";"90069190"
"9007210000";"90072010"
"9009120000";"90091290"
"9009210000";"90092100"
"9010109900";"90101090"
"9011100000";"90111000"
"9013900000";"90139000"
"9014200100";"90142010"
"9014200200";"90142020"
"9015400000";"90154000"
"9015800599";"90158090"
"9015809900";"90158090"
"9016000100";"90160010"
"9017100100";"90171010"
"9017100200";"90171010"
"9017200200";"90172000"
"9017200402";"90172000"
"5606000100";"56060000"
"5607900100";"56079010"
"5607909900";"56079090"
"7228100300";"72281090"
"7228109900";"72281090"
"7228300000";"72283000"
"7228700100";"72287000"
"7228700300";"72287000"
"7229200000";"72292000"
"7302109900";"73021020"
"7302300000";"73023000"
"7304100301";"73041090"
"7304100500";"73041010"
"7304200301";"73042910"
"7304200399";"73042910"
"7304200401";"73042190"
"7304319901";"73043190"
"7304390199";"73043990"
"7304510100";"73045110"
"8454900000";"84549090"
"8456209900";"84562090"
"8457100000";"84571000"
"8458910399";"84589100"
"8459100304";"84591000"
"8459219901";"84592199"
"8459219903";"84592191"
"8459619900";"84596100"
"9017200601";"90172000"
"9017200700";"90172000"
"9017300200";"90173020"
"9017300300";"90173090"
"9017800199";"90178090"
"9018490401";"90184999"
"9018900400";"90189021"
"9018900600";"90189092"
"9018901500";"90189099"
"9018901800";"90189091"
"9018902100";"90189099"
"9018902200";"90189099"
"9018902600";"90189099"
"9020000200";"90200090"
"9020000300";"90200090"
"9022110401";"90221200"
"5801900102";"58019000"
"5802190200";"58021900"
"5802300102";"58023000"
"5802300299";"58023000"
"5804290200";"58042910"
"5806400100";"58064000"
"5807100000";"58071000"
"5807900100";"58079000"
"5808109900";"58081000"
"5811000100";"58110000"
"5902100100";"59021010"
"5902200100";"59022000"
"7305199901";"73051900"
"7305199999";"73051900"
"7305200200";"73052000"
"6110100000";"61101000"
"6111900000";"61119000"
"6112200000";"61122000"
"6112490000";"61124900"
"6114900000";"61149000"
"6117100000";"61171000"
"6201120000";"62011200"
"6201130000";"62011300"
"6203110000";"62031100"
"7309000100";"73090010"
"7309009901";"73090010"
"7309009999";"73090090"
"7311000101";"73110000"
"7311000199";"73110000"
"7305209999";"73052000"
"7305900199";"73059000"
"7306509900";"73065000"
"7306600200";"73066000"
"7306900100";"73069010"
"7308200100";"73082000"
"7308900100";"73089090"
"9031801300";"90318090"
"9032890299";"90328981"
"9032899900";"90328990"
"9101110101";"91011100"
"5911200100";"59112010"
"5911310000";"59113100"
"9114901000";"91149090"
"9201209900";"92012000"
"9202900600";"92029000"
"9204100200";"92041000"
"9204200000";"92042000"
"9205100401";"92051000"
"9205100501";"92051000"
"9205900199";"92059000"
"9205900303";"92059000"
"9206000500";"92060000"
"9206000602";"92060000"
"9208900000";"92089000"
"9209200000";"92092000"
"6217900100";"62179000"
"6302320100";"63023200"
"6302520000";"63025200"
"6302539900";"63025300"
"6302929901";"63029200"
"6002300200";"60023090"
"6002420000";"60024200"
"6002930000";"60029300"
"6103120000";"61031200"
"6103290000";"61032900"
"6103430000";"61034300"
"6103490000";"61034900"
"6104110000";"61041100"
"6104130000";"61041300"
