,US or Foreign,Code,"State, Territory, or Country",Utility,Design,Plant,Reissue,Total,year
55,FOREIGN,DZX,ALGERIA,        1,        0,        0,        0,        1,05
56,FOREIGN,ADX,ANDORRA,        2,        3,        0,        0,        5,05
57,FOREIGN,ARX,ARGENTINA,       66,        5,        1,        0,       72,05
58,FOREIGN,AMX,ARMENIA,        8,        0,        0,        0,        8,05
59,FOREIGN,AUX,AUSTRALIA,     1627,      247,       41,        2,     1917,05
60,FOREIGN,ATX,AUSTRIA,     1156,      104,        0,        2,     1262,05
61,FOREIGN,AZX,AZERBAIJAN,        1,        0,        0,        0,        1,05
62,FOREIGN,BSX,THE BAHAMAS,        2,       12,        0,        0,       14,05
63,FOREIGN,BHX,BAHRAIN,        1,        0,        0,        0,        1,05
64,FOREIGN,BDX,BANGLADESH,        2,        0,        0,        0,        2,05
65,FOREIGN,BBX,BARBADOS,        2,        3,        0,        0,        5,05
66,FOREIGN,BYX,BELARUS,        8,       14,        1,        0,       23,05
67,FOREIGN,BEX,BELGIUM,     1133,       78,       13,        1,     1225,05
68,FOREIGN,BMX,BERMUDA,        2,        1,        0,        0,        3,05
69,FOREIGN,BOX,BOLIVIA,        1,        0,        0,        0,        1,05
70,FOREIGN,BRX,BRAZIL,      323,       58,        0,        0,      381,05
71,FOREIGN,VGX,BRITISH VIRGIN ISLANDS,        3,        0,        0,        0,        3,05
72,FOREIGN,BNX,BRUNEI DARUSSALAM,        1,        0,        0,        0,        1,05
73,FOREIGN,BGX,BULGARIA,       31,        3,        0,        0,       34,05
74,FOREIGN,CMX,CAMEROON,        1,        0,        0,        0,        1,05
75,FOREIGN,CAX,CANADA,     6802,      673,        7,       10,     7492,05
76,FOREIGN,KYX,CAYMAN ISLANDS,       12,        1,        0,        0,       13,05
77,FOREIGN,CLX,CHILE,       75,        1,        3,        0,       79,05
78,FOREIGN,HKX,"CHINA, HONG KONG S.A.R.",      601,      189,        0,        3,      793,05
79,FOREIGN,MOX,"CHINA, MACAU S.A.R.",       16,        1,        0,        0,       17,05
80,FOREIGN,CNX,"CHINA, PEOPLE'S REPUBLIC OF",     8116,      881,        3,        4,     9004,05
81,FOREIGN,COX,COLOMBIA,       33,        5,        0,        0,       38,05
82,FOREIGN,CRX,COSTA RICA,        8,        4,       10,        0,       22,05
83,FOREIGN,HRX,CROATIA,       11,        3,        0,        0,       14,05
84,FOREIGN,CUX,CUBA,       11,        0,        0,        0,       11,05
85,FOREIGN,CYX,CYPRUS,        9,        1,        0,        0,       10,05
86,FOREIGN,CZX,CZECH REPUBLIC,      191,       13,        1,        1,      206,05
87,FOREIGN,DKX,DENMARK,     1012,      137,       39,        2,     1190,05
88,FOREIGN,DOX,DOMINICAN REPUBLIC,        1,        1,        0,        0,        2,05
89,FOREIGN,ECX,ECUADOR,        1,        0,        0,        0,        1,05
90,FOREIGN,EGX,EGYPT,       30,        0,        0,        0,       30,05
91,FOREIGN,SVX,EL SALVADOR,        1,        1,        0,        0,        2,05
92,FOREIGN,EEX,ESTONIA,       38,        5,        0,        0,       43,05
93,FOREIGN,FOX,FAROE ISLANDS,        1,        0,        0,        0,        1,05
94,FOREIGN,FIX,FINLAND,     1376,      100,        0,        9,     1485,05
95,FOREIGN,FRX,FRANCE,     6565,      420,       34,        7,     7026,05
96,FOREIGN,PFX,FRENCH POLYNESIA,        1,        0,        0,        0,        1,05
97,FOREIGN,GEX,GEORGIA (REPUBLIC OF),        2,        0,        0,        0,        2,05
98,FOREIGN,DEX,GERMANY,    16549,     1040,      141,       22,    17752,05
99,FOREIGN,GHX,GHANA,        1,        0,        0,        0,        1,05
100,FOREIGN,GIX,GIBRALTAR,        2,        0,        0,        0,        2,05
101,FOREIGN,GRX,GREECE,       69,        8,        0,        0,       77,05
102,FOREIGN,GTX,GUATEMALA,        3,        1,        0,        0,        4,05
103,FOREIGN,GGX,GUERNSEY,        1,        0,        0,        0,        1,05
104,FOREIGN,HUX,HUNGARY,      143,       11,        3,        1,      158,05
105,FOREIGN,ISX,ICELAND,       51,        8,        0,        0,       59,05
106,FOREIGN,INX,INDIA,     3355,       59,        0,        1,     3415,05
107,FOREIGN,IDX,INDONESIA,       20,        1,        0,        0,       21,05
108,FOREIGN,IRX,IRAN,       27,        4,        0,        0,       31,05
109,FOREIGN,IQX,IRAQ,        1,        0,        0,        0,        1,05
110,FOREIGN,IEX,IRELAND,      473,       37,        5,        0,      515,05
111,FOREIGN,IMX,ISLE OF MAN,        9,        7,        0,        0,       16,05
112,FOREIGN,ILX,ISRAEL,     3628,      149,       26,        1,     3804,05
113,FOREIGN,ITX,ITALY,     2645,      425,       15,        5,     3090,05
114,FOREIGN,JMX,JAMAICA,        9,        0,        0,        0,        9,05
115,FOREIGN,JPX,JAPAN,    52409,     1878,       52,       83,    54422,05
116,FOREIGN,JEX,JERSEY,       10,        0,        0,        0,       10,05
117,FOREIGN,JOX,JORDAN,       11,        0,        0,        0,       11,05
118,FOREIGN,KZX,KAZAKHSTAN,        5,        0,        0,        0,        5,05
119,FOREIGN,KEX,KENYA,        5,        0,        0,        0,        5,05
120,FOREIGN,KRX,"KOREA, SOUTH",    17924,     2238,        1,       38,    20201,05
121,FOREIGN,KWX,KUWAIT,       64,        0,        0,        0,       64,05
122,FOREIGN,LVX,LATVIA,        4,        1,        0,        0,        5,05
123,FOREIGN,LBX,LEBANON,       10,        6,        0,        0,       16,05
124,FOREIGN,LIX,LIECHTENSTEIN,       29,        7,        0,        0,       36,05
125,FOREIGN,LTX,LITHUANIA,       12,        1,        0,        0,       13,05
126,FOREIGN,LUX,LUXEMBOURG,       51,       11,        0,        0,       62,05
127,FOREIGN,MKX,MACEDONIA,        2,        0,        0,        0,        2,05
128,FOREIGN,MWX,MALAWI,        1,        0,        0,        0,        1,05
129,FOREIGN,MYX,MALAYSIA,      256,       11,        0,        0,      267,05
130,FOREIGN,MLX,MALI,        1,        0,        0,        0,        1,05
131,FOREIGN,MTX,MALTA,        4,        3,        0,        0,        7,05
132,FOREIGN,MXX,MEXICO,      172,       31,        0,        0,      203,05
133,FOREIGN,MCX,MONACO,       17,        1,        0,        0,       18,05
134,FOREIGN,MNX,MONGOLIA,        2,        0,        0,        0,        2,05
135,FOREIGN,MAX,MOROCCO,        3,        0,        0,        1,        4,05
136,FOREIGN,NPX,"NEPAL, FED. DEM. REPUBLIC OF",        1,        0,        0,        0,        1,05
137,FOREIGN,NLX,NETHERLANDS,     2399,      186,      200,        3,     2788,05
138,FOREIGN,NCX,NEW CALEDONIA,        1,        0,        0,        0,        1,05
139,FOREIGN,NZX,NEW ZEALAND,      268,       58,       26,        0,      352,05
140,FOREIGN,NIX,NICARAGUA,        1,        0,        0,        0,        1,05
141,FOREIGN,NOX,NORWAY,      625,       60,        1,        1,      687,05
142,FOREIGN,OMX,OMAN,        4,        1,        0,        0,        5,05
143,FOREIGN,PKX,PAKISTAN,       16,        0,        0,        0,       16,05
144,FOREIGN,PAX,PANAMA,        2,        0,        0,        0,        2,05
145,FOREIGN,PYX,PARAGUAY,        1,        0,        0,        0,        1,05
146,FOREIGN,PEX,PERU,        5,        0,        0,        0,        5,05
147,FOREIGN,PHX,PHILIPPINES,       42,        3,        0,        0,       45,05
148,FOREIGN,PLX,POLAND,      200,       23,        0,        0,      223,05
149,FOREIGN,PTX,PORTUGAL,       56,       11,        0,        0,       67,05
150,FOREIGN,QAX,QATAR,        6,        1,        0,        1,        8,05
151,FOREIGN,ROX,ROMANIA,       71,        3,        0,        0,       74,05
152,FOREIGN,RUX,RUSSIAN FEDERATION,      440,       41,        1,        1,      483,05
153,FOREIGN,BLX,SAINT BARTHELEMY,        0,        1,        0,        0,        1,05
154,FOREIGN,SAX,SAUDI ARABIA,      360,        4,        0,        0,      364,05
155,FOREIGN,RSX,SERBIA,        6,        0,        0,        0,        6,05
156,FOREIGN,SCX,SEYCHELLES,        1,        2,        0,        0,        3,05
157,FOREIGN,SGX,SINGAPORE,      966,       82,        0,        0,     1048,05
158,FOREIGN,SKX,SLOVAKIA,       26,        2,        0,        0,       28,05
159,FOREIGN,SIX,SLOVENIA,       38,        4,        0,        0,       42,05
160,FOREIGN,ZAX,SOUTH AFRICA,      166,       29,        4,        0,      199,05
161,FOREIGN,ESX,SPAIN,      818,       88,        5,        1,      912,05
162,FOREIGN,LKX,SRI LANKA,        4,        3,        0,        0,        7,05
163,FOREIGN,SEX,SWEDEN,     2633,      225,        0,        4,     2862,05
164,FOREIGN,CHX,SWITZERLAND,     2553,      283,        1,        4,     2841,05
165,FOREIGN,SYX,SYRIA,        2,        0,        0,        0,        2,05
166,FOREIGN,TWX,TAIWAN,    11690,      877,        1,        7,    12575,05
167,FOREIGN,THX,THAILAND,       89,       20,        7,        0,      116,05
168,FOREIGN,TTX,TRINIDAD AND TOBAGO,        6,        1,        0,        0,        7,05
169,FOREIGN,TNX,TUNISIA,        6,        0,        0,        0,        6,05
170,FOREIGN,TRX,TURKEY,      116,       18,        0,        2,      136,05
171,FOREIGN,TMX,TURKMENISTAN,        1,        0,        0,        0,        1,05
172,FOREIGN,UAX,UKRAINE,       61,        2,        0,        1,       64,05
173,FOREIGN,AEX,UNITED ARAB EMIRATES,       45,       11,        0,        0,       56,05
174,FOREIGN,GBX,UNITED KINGDOM,     6417,      702,       32,       16,     7167,05
175,FOREIGN,UYX,URUGUAY,        5,        0,        0,        0,        5,05
176,FOREIGN,UZX,UZBEKISTAN,        1,        0,        0,        0,        1,05
177,FOREIGN,VEX,VENEZUELA,       22,        8,        0,        0,       30,05
178,FOREIGN,VNX,VIET NAM,        5,        0,        0,        0,        5,05
179,FOREIGN,PSX,WEST BANK/GAZA,        1,        0,        0,        0,        1,05
237,FOREIGN,DZX,ALGERIA,        1,        0,        0,        0,        1,06
238,FOREIGN,ADX,ANDORRA,        2,        3,        0,        0,        5,06
239,FOREIGN,ARX,ARGENTINA,       66,        5,        1,        0,       72,06
240,FOREIGN,AMX,ARMENIA,        8,        0,        0,        0,        8,06
241,FOREIGN,AUX,AUSTRALIA,     1627,      247,       41,        2,     1917,06
242,FOREIGN,ATX,AUSTRIA,     1156,      104,        0,        2,     1262,06
243,FOREIGN,AZX,AZERBAIJAN,        1,        0,        0,        0,        1,06
244,FOREIGN,BSX,THE BAHAMAS,        2,       12,        0,        0,       14,06
245,FOREIGN,BHX,BAHRAIN,        1,        0,        0,        0,        1,06
246,FOREIGN,BDX,BANGLADESH,        2,        0,        0,        0,        2,06
247,FOREIGN,BBX,BARBADOS,        2,        3,        0,        0,        5,06
248,FOREIGN,BYX,BELARUS,        8,       14,        1,        0,       23,06
249,FOREIGN,BEX,BELGIUM,     1133,       78,       13,        1,     1225,06
250,FOREIGN,BMX,BERMUDA,        2,        1,        0,        0,        3,06
251,FOREIGN,BOX,BOLIVIA,        1,        0,        0,        0,        1,06
252,FOREIGN,BRX,BRAZIL,      323,       58,        0,        0,      381,06
253,FOREIGN,VGX,BRITISH VIRGIN ISLANDS,        3,        0,        0,        0,        3,06
254,FOREIGN,BNX,BRUNEI DARUSSALAM,        1,        0,        0,        0,        1,06
255,FOREIGN,BGX,BULGARIA,       31,        3,        0,        0,       34,06
256,FOREIGN,CMX,CAMEROON,        1,        0,        0,        0,        1,06
257,FOREIGN,CAX,CANADA,     6802,      673,        7,       10,     7492,06
258,FOREIGN,KYX,CAYMAN ISLANDS,       12,        1,        0,        0,       13,06
259,FOREIGN,CLX,CHILE,       75,        1,        3,        0,       79,06
260,FOREIGN,HKX,"CHINA, HONG KONG S.A.R.",      601,      189,        0,        3,      793,06
261,FOREIGN,MOX,"CHINA, MACAU S.A.R.",       16,        1,        0,        0,       17,06
262,FOREIGN,CNX,"CHINA, PEOPLE'S REPUBLIC OF",     8116,      881,        3,        4,     9004,06
263,FOREIGN,COX,COLOMBIA,       33,        5,        0,        0,       38,06
264,FOREIGN,CRX,COSTA RICA,        8,        4,       10,        0,       22,06
265,FOREIGN,HRX,CROATIA,       11,        3,        0,        0,       14,06
266,FOREIGN,CUX,CUBA,       11,        0,        0,        0,       11,06
267,FOREIGN,CYX,CYPRUS,        9,        1,        0,        0,       10,06
268,FOREIGN,CZX,CZECH REPUBLIC,      191,       13,        1,        1,      206,06
269,FOREIGN,DKX,DENMARK,     1012,      137,       39,        2,     1190,06
270,FOREIGN,DOX,DOMINICAN REPUBLIC,        1,        1,        0,        0,        2,06
271,FOREIGN,ECX,ECUADOR,        1,        0,        0,        0,        1,06
272,FOREIGN,EGX,EGYPT,       30,        0,        0,        0,       30,06
273,FOREIGN,SVX,EL SALVADOR,        1,        1,        0,        0,        2,06
274,FOREIGN,EEX,ESTONIA,       38,        5,        0,        0,       43,06
275,FOREIGN,FOX,FAROE ISLANDS,        1,        0,        0,        0,        1,06
276,FOREIGN,FIX,FINLAND,     1376,      100,        0,        9,     1485,06
277,FOREIGN,FRX,FRANCE,     6565,      420,       34,        7,     7026,06
278,FOREIGN,PFX,FRENCH POLYNESIA,        1,        0,        0,        0,        1,06
279,FOREIGN,GEX,GEORGIA (REPUBLIC OF),        2,        0,        0,        0,        2,06
280,FOREIGN,DEX,GERMANY,    16549,     1040,      141,       22,    17752,06
281,FOREIGN,GHX,GHANA,        1,        0,        0,        0,        1,06
282,FOREIGN,GIX,GIBRALTAR,        2,        0,        0,        0,        2,06
283,FOREIGN,GRX,GREECE,       69,        8,        0,        0,       77,06
284,FOREIGN,GTX,GUATEMALA,        3,        1,        0,        0,        4,06
285,FOREIGN,GGX,GUERNSEY,        1,        0,        0,        0,        1,06
286,FOREIGN,HUX,HUNGARY,      143,       11,        3,        1,      158,06
287,FOREIGN,ISX,ICELAND,       51,        8,        0,        0,       59,06
288,FOREIGN,INX,INDIA,     3355,       59,        0,        1,     3415,06
289,FOREIGN,IDX,INDONESIA,       20,        1,        0,        0,       21,06
290,FOREIGN,IRX,IRAN,       27,        4,        0,        0,       31,06
291,FOREIGN,IQX,IRAQ,        1,        0,        0,        0,        1,06
292,FOREIGN,IEX,IRELAND,      473,       37,        5,        0,      515,06
293,FOREIGN,IMX,ISLE OF MAN,        9,        7,        0,        0,       16,06
294,FOREIGN,ILX,ISRAEL,     3628,      149,       26,        1,     3804,06
295,FOREIGN,ITX,ITALY,     2645,      425,       15,        5,     3090,06
296,FOREIGN,JMX,JAMAICA,        9,        0,        0,        0,        9,06
297,FOREIGN,JPX,JAPAN,    52409,     1878,       52,       83,    54422,06
298,FOREIGN,JEX,JERSEY,       10,        0,        0,        0,       10,06
299,FOREIGN,JOX,JORDAN,       11,        0,        0,        0,       11,06
300,FOREIGN,KZX,KAZAKHSTAN,        5,        0,        0,        0,        5,06
301,FOREIGN,KEX,KENYA,        5,        0,        0,        0,        5,06
302,FOREIGN,KRX,"KOREA, SOUTH",    17924,     2238,        1,       38,    20201,06
303,FOREIGN,KWX,KUWAIT,       64,        0,        0,        0,       64,06
304,FOREIGN,LVX,LATVIA,        4,        1,        0,        0,        5,06
305,FOREIGN,LBX,LEBANON,       10,        6,        0,        0,       16,06
306,FOREIGN,LIX,LIECHTENSTEIN,       29,        7,        0,        0,       36,06
307,FOREIGN,LTX,LITHUANIA,       12,        1,        0,        0,       13,06
308,FOREIGN,LUX,LUXEMBOURG,       51,       11,        0,        0,       62,06
309,FOREIGN,MKX,MACEDONIA,        2,        0,        0,        0,        2,06
310,FOREIGN,MWX,MALAWI,        1,        0,        0,        0,        1,06
311,FOREIGN,MYX,MALAYSIA,      256,       11,        0,        0,      267,06
312,FOREIGN,MLX,MALI,        1,        0,        0,        0,        1,06
313,FOREIGN,MTX,MALTA,        4,        3,        0,        0,        7,06
314,FOREIGN,MXX,MEXICO,      172,       31,        0,        0,      203,06
315,FOREIGN,MCX,MONACO,       17,        1,        0,        0,       18,06
316,FOREIGN,MNX,MONGOLIA,        2,        0,        0,        0,        2,06
317,FOREIGN,MAX,MOROCCO,        3,        0,        0,        1,        4,06
318,FOREIGN,NPX,"NEPAL, FED. DEM. REPUBLIC OF",        1,        0,        0,        0,        1,06
319,FOREIGN,NLX,NETHERLANDS,     2399,      186,      200,        3,     2788,06
320,FOREIGN,NCX,NEW CALEDONIA,        1,        0,        0,        0,        1,06
321,FOREIGN,NZX,NEW ZEALAND,      268,       58,       26,        0,      352,06
322,FOREIGN,NIX,NICARAGUA,        1,        0,        0,        0,        1,06
323,FOREIGN,NOX,NORWAY,      625,       60,        1,        1,      687,06
324,FOREIGN,OMX,OMAN,        4,        1,        0,        0,        5,06
325,FOREIGN,PKX,PAKISTAN,       16,        0,        0,        0,       16,06
326,FOREIGN,PAX,PANAMA,        2,        0,        0,        0,        2,06
327,FOREIGN,PYX,PARAGUAY,        1,        0,        0,        0,        1,06
328,FOREIGN,PEX,PERU,        5,        0,        0,        0,        5,06
329,FOREIGN,PHX,PHILIPPINES,       42,        3,        0,        0,       45,06
330,FOREIGN,PLX,POLAND,      200,       23,        0,        0,      223,06
331,FOREIGN,PTX,PORTUGAL,       56,       11,        0,        0,       67,06
332,FOREIGN,QAX,QATAR,        6,        1,        0,        1,        8,06
333,FOREIGN,ROX,ROMANIA,       71,        3,        0,        0,       74,06
334,FOREIGN,RUX,RUSSIAN FEDERATION,      440,       41,        1,        1,      483,06
335,FOREIGN,BLX,SAINT BARTHELEMY,        0,        1,        0,        0,        1,06
336,FOREIGN,SAX,SAUDI ARABIA,      360,        4,        0,        0,      364,06
337,FOREIGN,RSX,SERBIA,        6,        0,        0,        0,        6,06
338,FOREIGN,SCX,SEYCHELLES,        1,        2,        0,        0,        3,06
339,FOREIGN,SGX,SINGAPORE,      966,       82,        0,        0,     1048,06
340,FOREIGN,SKX,SLOVAKIA,       26,        2,        0,        0,       28,06
341,FOREIGN,SIX,SLOVENIA,       38,        4,        0,        0,       42,06
342,FOREIGN,ZAX,SOUTH AFRICA,      166,       29,        4,        0,      199,06
343,FOREIGN,ESX,SPAIN,      818,       88,        5,        1,      912,06
344,FOREIGN,LKX,SRI LANKA,        4,        3,        0,        0,        7,06
345,FOREIGN,SEX,SWEDEN,     2633,      225,        0,        4,     2862,06
346,FOREIGN,CHX,SWITZERLAND,     2553,      283,        1,        4,     2841,06
347,FOREIGN,SYX,SYRIA,        2,        0,        0,        0,        2,06
348,FOREIGN,TWX,TAIWAN,    11690,      877,        1,        7,    12575,06
349,FOREIGN,THX,THAILAND,       89,       20,        7,        0,      116,06
350,FOREIGN,TTX,TRINIDAD AND TOBAGO,        6,        1,        0,        0,        7,06
351,FOREIGN,TNX,TUNISIA,        6,        0,        0,        0,        6,06
352,FOREIGN,TRX,TURKEY,      116,       18,        0,        2,      136,06
353,FOREIGN,TMX,TURKMENISTAN,        1,        0,        0,        0,        1,06
354,FOREIGN,UAX,UKRAINE,       61,        2,        0,        1,       64,06
355,FOREIGN,AEX,UNITED ARAB EMIRATES,       45,       11,        0,        0,       56,06
356,FOREIGN,GBX,UNITED KINGDOM,     6417,      702,       32,       16,     7167,06
357,FOREIGN,UYX,URUGUAY,        5,        0,        0,        0,        5,06
358,FOREIGN,UZX,UZBEKISTAN,        1,        0,        0,        0,        1,06
359,FOREIGN,VEX,VENEZUELA,       22,        8,        0,        0,       30,06
360,FOREIGN,VNX,VIET NAM,        5,        0,        0,        0,        5,06
361,FOREIGN,PSX,WEST BANK/GAZA,        1,        0,        0,        0,        1,06
419,FOREIGN,DZX,ALGERIA,        1,        0,        0,        0,        1,07
420,FOREIGN,ADX,ANDORRA,        2,        3,        0,        0,        5,07
421,FOREIGN,ARX,ARGENTINA,       66,        5,        1,        0,       72,07
422,FOREIGN,AMX,ARMENIA,        8,        0,        0,        0,        8,07
423,FOREIGN,AUX,AUSTRALIA,     1627,      247,       41,        2,     1917,07
424,FOREIGN,ATX,AUSTRIA,     1156,      104,        0,        2,     1262,07
425,FOREIGN,AZX,AZERBAIJAN,        1,        0,        0,        0,        1,07
426,FOREIGN,BSX,THE BAHAMAS,        2,       12,        0,        0,       14,07
427,FOREIGN,BHX,BAHRAIN,        1,        0,        0,        0,        1,07
428,FOREIGN,BDX,BANGLADESH,        2,        0,        0,        0,        2,07
429,FOREIGN,BBX,BARBADOS,        2,        3,        0,        0,        5,07
430,FOREIGN,BYX,BELARUS,        8,       14,        1,        0,       23,07
431,FOREIGN,BEX,BELGIUM,     1133,       78,       13,        1,     1225,07
432,FOREIGN,BMX,BERMUDA,        2,        1,        0,        0,        3,07
433,FOREIGN,BOX,BOLIVIA,        1,        0,        0,        0,        1,07
434,FOREIGN,BRX,BRAZIL,      323,       58,        0,        0,      381,07
435,FOREIGN,VGX,BRITISH VIRGIN ISLANDS,        3,        0,        0,        0,        3,07
436,FOREIGN,BNX,BRUNEI DARUSSALAM,        1,        0,        0,        0,        1,07
437,FOREIGN,BGX,BULGARIA,       31,        3,        0,        0,       34,07
438,FOREIGN,CMX,CAMEROON,        1,        0,        0,        0,        1,07
439,FOREIGN,CAX,CANADA,     6802,      673,        7,       10,     7492,07
440,FOREIGN,KYX,CAYMAN ISLANDS,       12,        1,        0,        0,       13,07
441,FOREIGN,CLX,CHILE,       75,        1,        3,        0,       79,07
442,FOREIGN,HKX,"CHINA, HONG KONG S.A.R.",      601,      189,        0,        3,      793,07
443,FOREIGN,MOX,"CHINA, MACAU S.A.R.",       16,        1,        0,        0,       17,07
444,FOREIGN,CNX,"CHINA, PEOPLE'S REPUBLIC OF",     8116,      881,        3,        4,     9004,07
445,FOREIGN,COX,COLOMBIA,       33,        5,        0,        0,       38,07
446,FOREIGN,CRX,COSTA RICA,        8,        4,       10,        0,       22,07
447,FOREIGN,HRX,CROATIA,       11,        3,        0,        0,       14,07
448,FOREIGN,CUX,CUBA,       11,        0,        0,        0,       11,07
449,FOREIGN,CYX,CYPRUS,        9,        1,        0,        0,       10,07
450,FOREIGN,CZX,CZECH REPUBLIC,      191,       13,        1,        1,      206,07
451,FOREIGN,DKX,DENMARK,     1012,      137,       39,        2,     1190,07
452,FOREIGN,DOX,DOMINICAN REPUBLIC,        1,        1,        0,        0,        2,07
453,FOREIGN,ECX,ECUADOR,        1,        0,        0,        0,        1,07
454,FOREIGN,EGX,EGYPT,       30,        0,        0,        0,       30,07
455,FOREIGN,SVX,EL SALVADOR,        1,        1,        0,        0,        2,07
456,FOREIGN,EEX,ESTONIA,       38,        5,        0,        0,       43,07
457,FOREIGN,FOX,FAROE ISLANDS,        1,        0,        0,        0,        1,07
458,FOREIGN,FIX,FINLAND,     1376,      100,        0,        9,     1485,07
459,FOREIGN,FRX,FRANCE,     6565,      420,       34,        7,     7026,07
460,FOREIGN,PFX,FRENCH POLYNESIA,        1,        0,        0,        0,        1,07
461,FOREIGN,GEX,GEORGIA (REPUBLIC OF),        2,        0,        0,        0,        2,07
462,FOREIGN,DEX,GERMANY,    16549,     1040,      141,       22,    17752,07
463,FOREIGN,GHX,GHANA,        1,        0,        0,        0,        1,07
464,FOREIGN,GIX,GIBRALTAR,        2,        0,        0,        0,        2,07
465,FOREIGN,GRX,GREECE,       69,        8,        0,        0,       77,07
466,FOREIGN,GTX,GUATEMALA,        3,        1,        0,        0,        4,07
467,FOREIGN,GGX,GUERNSEY,        1,        0,        0,        0,        1,07
468,FOREIGN,HUX,HUNGARY,      143,       11,        3,        1,      158,07
469,FOREIGN,ISX,ICELAND,       51,        8,        0,        0,       59,07
470,FOREIGN,INX,INDIA,     3355,       59,        0,        1,     3415,07
471,FOREIGN,IDX,INDONESIA,       20,        1,        0,        0,       21,07
472,FOREIGN,IRX,IRAN,       27,        4,        0,        0,       31,07
473,FOREIGN,IQX,IRAQ,        1,        0,        0,        0,        1,07
474,FOREIGN,IEX,IRELAND,      473,       37,        5,        0,      515,07
475,FOREIGN,IMX,ISLE OF MAN,        9,        7,        0,        0,       16,07
476,FOREIGN,ILX,ISRAEL,     3628,      149,       26,        1,     3804,07
477,FOREIGN,ITX,ITALY,     2645,      425,       15,        5,     3090,07
478,FOREIGN,JMX,JAMAICA,        9,        0,        0,        0,        9,07
479,FOREIGN,JPX,JAPAN,    52409,     1878,       52,       83,    54422,07
480,FOREIGN,JEX,JERSEY,       10,        0,        0,        0,       10,07
481,FOREIGN,JOX,JORDAN,       11,        0,        0,        0,       11,07
482,FOREIGN,KZX,KAZAKHSTAN,        5,        0,        0,        0,        5,07
483,FOREIGN,KEX,KENYA,        5,        0,        0,        0,        5,07
484,FOREIGN,KRX,"KOREA, SOUTH",    17924,     2238,        1,       38,    20201,07
485,FOREIGN,KWX,KUWAIT,       64,        0,        0,        0,       64,07
486,FOREIGN,LVX,LATVIA,        4,        1,        0,        0,        5,07
487,FOREIGN,LBX,LEBANON,       10,        6,        0,        0,       16,07
488,FOREIGN,LIX,LIECHTENSTEIN,       29,        7,        0,        0,       36,07
489,FOREIGN,LTX,LITHUANIA,       12,        1,        0,        0,       13,07
490,FOREIGN,LUX,LUXEMBOURG,       51,       11,        0,        0,       62,07
491,FOREIGN,MKX,MACEDONIA,        2,        0,        0,        0,        2,07
492,FOREIGN,MWX,MALAWI,        1,        0,        0,        0,        1,07
493,FOREIGN,MYX,MALAYSIA,      256,       11,        0,        0,      267,07
494,FOREIGN,MLX,MALI,        1,        0,        0,        0,        1,07
495,FOREIGN,MTX,MALTA,        4,        3,        0,        0,        7,07
496,FOREIGN,MXX,MEXICO,      172,       31,        0,        0,      203,07
497,FOREIGN,MCX,MONACO,       17,        1,        0,        0,       18,07
498,FOREIGN,MNX,MONGOLIA,        2,        0,        0,        0,        2,07
499,FOREIGN,MAX,MOROCCO,        3,        0,        0,        1,        4,07
500,FOREIGN,NPX,"NEPAL, FED. DEM. REPUBLIC OF",        1,        0,        0,        0,        1,07
501,FOREIGN,NLX,NETHERLANDS,     2399,      186,      200,        3,     2788,07
502,FOREIGN,NCX,NEW CALEDONIA,        1,        0,        0,        0,        1,07
503,FOREIGN,NZX,NEW ZEALAND,      268,       58,       26,        0,      352,07
504,FOREIGN,NIX,NICARAGUA,        1,        0,        0,        0,        1,07
505,FOREIGN,NOX,NORWAY,      625,       60,        1,        1,      687,07
506,FOREIGN,OMX,OMAN,        4,        1,        0,        0,        5,07
507,FOREIGN,PKX,PAKISTAN,       16,        0,        0,        0,       16,07
508,FOREIGN,PAX,PANAMA,        2,        0,        0,        0,        2,07
509,FOREIGN,PYX,PARAGUAY,        1,        0,        0,        0,        1,07
510,FOREIGN,PEX,PERU,        5,        0,        0,        0,        5,07
511,FOREIGN,PHX,PHILIPPINES,       42,        3,        0,        0,       45,07
512,FOREIGN,PLX,POLAND,      200,       23,        0,        0,      223,07
513,FOREIGN,PTX,PORTUGAL,       56,       11,        0,        0,       67,07
514,FOREIGN,QAX,QATAR,        6,        1,        0,        1,        8,07
515,FOREIGN,ROX,ROMANIA,       71,        3,        0,        0,       74,07
516,FOREIGN,RUX,RUSSIAN FEDERATION,      440,       41,        1,        1,      483,07
517,FOREIGN,BLX,SAINT BARTHELEMY,        0,        1,        0,        0,        1,07
518,FOREIGN,SAX,SAUDI ARABIA,      360,        4,        0,        0,      364,07
519,FOREIGN,RSX,SERBIA,        6,        0,        0,        0,        6,07
520,FOREIGN,SCX,SEYCHELLES,        1,        2,        0,        0,        3,07
521,FOREIGN,SGX,SINGAPORE,      966,       82,        0,        0,     1048,07
522,FOREIGN,SKX,SLOVAKIA,       26,        2,        0,        0,       28,07
523,FOREIGN,SIX,SLOVENIA,       38,        4,        0,        0,       42,07
524,FOREIGN,ZAX,SOUTH AFRICA,      166,       29,        4,        0,      199,07
525,FOREIGN,ESX,SPAIN,      818,       88,        5,        1,      912,07
526,FOREIGN,LKX,SRI LANKA,        4,        3,        0,        0,        7,07
527,FOREIGN,SEX,SWEDEN,     2633,      225,        0,        4,     2862,07
528,FOREIGN,CHX,SWITZERLAND,     2553,      283,        1,        4,     2841,07
