year,code,country_wb,country_efw,sizeofgovernment,legalsystem,soundmoney,freetrade,regulation,index,gdppercapita,advanced
2010,946,Lithuania,Lithuania,5.6196904,6.2413011,9.3653049,7.2067108,7.310883,7.1454206,8320.1699,0
2011,946,Lithuania,Lithuania,5.7628074,6.2807307,9.2485161,7.2334614,7.3441596,7.1759863,9554.625,0
2012,946,Lithuania,Lithuania,5.8788824,6.1825223,8.8783436,7.1558022,7.5231209,7.1382179,10056.374,0
2000,948,Mongolia,Mongolia,,,,,,,768.83765,0
2001,948,Mongolia,Mongolia,,,,,,,784.27826,0
2002,948,Mongolia,Mongolia,,,,,,,813.47662,0
2003,948,Mongolia,Mongolia,,,,,,,861.51398,0
2004,948,Mongolia,Mongolia,,,,,,,942.49561,0
2005,948,Mongolia,Mongolia,,,,,,,998.75635,0
2006,948,Mongolia,Mongolia,,,,,,,1070.236,0
2007,948,Mongolia,Mongolia,,,,,,,1163.7401,0
2008,948,Mongolia,Mongolia,,,,,,,1249.1385,0
2009,948,Mongolia,Mongolia,,,,,,,1215.1132,0
2010,948,Mongolia,Mongolia,,,,,,,1273.1541,0
2011,948,Mongolia,Mongolia,,,,,,,1473.6021,0
2012,948,Mongolia,Mongolia,,,,,,,1629.5969,0
2000,960,Croatia,Croatia,4.0262556,7.57792,7.8769889,6.1577778,6.1122127,6.3499999,8141.4771,0
2001,960,Croatia,Croatia,4.1458321,6.4741473,7.9197035,6.2475214,6.6029339,6.2800002,8412.5195,0
2002,960,Croatia,Croatia,4.8476834,6.3933053,7.7827578,6.1690145,6.9306149,6.4272695,8822.9043,0
2003,960,Croatia,Croatia,4.9290404,6.3243337,7.8354664,6.3986626,7.1436791,6.5405707,9296.7891,0
2004,960,Croatia,Croatia,4.7522488,6.6399894,8.0943003,6.2708874,7.6441965,6.6755352,9682.7822,0
2005,960,Croatia,Croatia,4.5518451,7.1080775,8.2049761,6.5436711,7.4356747,6.7486629,10090.366,0
2006,960,Croatia,Croatia,4.3092303,7.707912,8.3179893,6.5858378,7.3963008,6.8214531,10593.12,0
2007,960,Croatia,Croatia,4.5579729,7.8154421,8.2550955,6.635304,7.5432687,6.91504,11139.159,0
2008,960,Croatia,Croatia,5.1671381,7.7486024,8.0914707,6.594295,7.8077817,7.0398226,11376.467,0
2009,960,Croatia,Croatia,4.9605408,7.6933098,8.4932489,6.6197872,7.6496143,7.050221,10598.071,0
2010,960,Croatia,Croatia,4.9631791,7.6651306,8.4171524,6.650631,7.5606022,7.0190253,10475.644,0
2011,960,Croatia,Croatia,5.2813549,7.5219011,9.5110102,6.5912004,7.6420379,7.2896738,10809.995,0
2012,960,Croatia,Croatia,5.3396959,7.5584168,9.5583696,6.668931,7.5925312,7.3208704,10627.56,0
2000,961,Slovenia,Slovenia,4.9235177,7.292613,7.4916716,7.6859303,6.1819077,6.7199998,15033.475,0
2001,961,Slovenia,Slovenia,5.0173101,7.0942984,8.8655586,7.7007198,5.8684287,6.9099998,15451.049,0
2002,961,Slovenia,Slovenia,5.0810575,6.7732811,8.7409306,7.5287871,6.2189193,6.870173,16022.471,0
2003,961,Slovenia,Slovenia,4.9898462,6.5917068,8.9452057,7.6442156,6.6794057,6.9704676,16481.996,0
2004,961,Slovenia,Slovenia,5.0439653,6.3964515,8.7523899,7.7772298,6.6346488,6.930059,17196.48,0
2005,961,Slovenia,Slovenia,4.9052687,6.7566152,8.793088,7.6187925,6.7159624,6.9501753,17854.635,0
2006,961,Slovenia,Slovenia,5.0092463,6.9425187,9.1028776,7.5752373,6.5584135,7.0200763,18838.848,0
2007,961,Slovenia,Slovenia,4.7825627,6.8761611,9.2473612,7.6221533,6.6539063,7.0200763,20020.84,0
2008,961,Slovenia,Slovenia,4.7309117,6.9933686,9.4237041,7.5755424,6.7442393,7.0799918,20706.674,0
2009,961,Slovenia,Slovenia,4.5710936,7.1554365,9.6328259,7.3425636,6.6000204,7.0400481,18877.113,0
2010,961,Slovenia,Slovenia,4.5382552,6.8816872,8.2991266,7.3315711,6.1566892,6.6206412,19054.258,0
2011,961,Slovenia,Slovenia,4.4938092,6.8939223,8.2893944,7.1866131,6.0366344,6.5508642,18981.518,0
2012,961,Slovenia,Slovenia,4.6088266,6.7859893,8.2477903,7.0869846,6.1675706,6.5608501,18497.107,0
2000,962,Macedonia,Macedonia,,,,,,,2698.5466,0
2001,962,Macedonia,Macedonia,,,,,,,2560.248,0
2002,962,Macedonia,Macedonia,,,,,,,2570.47,0
2003,962,Macedonia,Macedonia,,,,,,,2634.7068,0
2004,962,Macedonia,Macedonia,,,,,,,2750.1965,0
2005,962,Macedonia,Macedonia,,,,,,,2863.9631,0
2006,962,Macedonia,Macedonia,,,,,,,3002.6414,0
2007,962,Macedonia,Macedonia,,,,,,,3182.9844,0
2008,962,Macedonia,Macedonia,,,,,,,3337.1221,0
2009,962,Macedonia,Macedonia,,,,,,,3303.5955,0
2010,962,"Macedonia, FYR",Macedonia,,,,,,,3396.4973,0
2011,962,"Macedonia, FYR",Macedonia,,,,,,,3490.2224,0
2012,962,"Macedonia, FYR",Macedonia,,,,,,,3478.1292,0
2000,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,2241.6953,0
2001,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,2313.189,0
2002,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,2424.3977,0
2003,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,2522.5386,0
2004,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,2682.6494,0
2005,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,2821.7878,0
2006,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,3000.3508,0
2007,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,3210.894,0
2008,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,3391.4678,0
2009,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,3299.4026,0
2010,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,3328.9924,0
2011,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,3378.0725,0
2012,963,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,3359.156,0
2000,964,Poland,Poland,4.2494602,6.4979854,7.489851,7.2464538,6.1971459,6.3400002,6789.8374,0
2001,964,Poland,Poland,4.1952271,5.7759891,7.8208351,7.0561681,5.8245597,6.1300001,6908.6279,0
2002,964,Poland,Poland,4.3950477,5.9000001,8.0028839,7.3472114,6.5996885,6.4499998,7011.6011,0
2003,964,Poland,Poland,5.3481159,5.3176441,8.1774788,7.1729059,6.4887328,6.5001554,7287.6675,0
2004,964,Poland,Poland,5.335052,5.7316766,9.1494617,7.3276572,6.9111581,6.8901649,7681.6724,0
2005,964,Poland,Poland,5.4008002,5.9328446,9.2662334,7.0433426,6.8284388,6.8901649,7963.021,0
2006,964,Poland,Poland,5.3374677,6.5628176,9.3116636,7.0778036,6.7087388,6.9898777,8464.2793,0
2007,964,Poland,Poland,6.0027609,5.909657,9.2150736,7.2205086,6.8479695,7.0397344,9043.5137,0
2008,964,Poland,Poland,6.3364158,6.1472573,9.2139931,7.260129,6.7690082,7.1394472,9505.8379,0
2009,964,Poland,Poland,6.375617,6.6130047,9.3232355,7.1830645,6.9646301,7.2790456,9651.3887,0
2010,964,Poland,Poland,6.3482909,6.6667876,9.3910904,7.1690049,7.0530248,7.3189306,10019.368,0
2011,964,Poland,Poland,5.4643703,6.786469,9.5295296,7.1044641,7.1183906,7.1788692,10375.011,0
2012,964,Poland,Poland,5.7930374,6.6943321,9.5527925,7.1136546,7.3201241,7.2784376,10569.782,0
2000,968,Romania,Romania,5.0247254,6.1552963,2.7107837,6.6959643,5.7834115,5.27,3339.6411,0
2001,968,Romania,Romania,5.6436262,5.0695095,4.1860366,6.4008136,4.9195094,5.2399998,3579.6047,0
2002,968,Romania,Romania,5.6702433,4.9635854,6.2229929,6.5291529,5.7794719,5.8299999,3818.9067,0
2003,968,Romania,Romania,6.0346327,5.5274587,6.6183839,6.7647972,6.0531607,6.194375,4028.7827,0
2004,968,Romania,Romania,6.2366023,5.2584338,6.5388489,6.7393756,6.0997024,6.1748958,4378.7046,0
2005,968,Romania,Romania,7.8609214,5.7016468,8.2984066,7.3458304,6.2423272,7.080677,4572.0483,0
2006,968,Romania,Romania,6.7683721,5.611877,8.4818182,7.1973205,6.0208445,6.8158875,4943.9136,0
2007,968,Romania,Romania,7.4158654,6.1156769,8.8779802,7.6696053,6.5733552,7.3258529,5250.4697,0
2008,968,Romania,Romania,7.1382513,6.2810688,8.2431116,7.623086,6.4842596,7.1493263,5675.418,0
2009,968,Romania,Romania,7.2316504,6.2782211,9.0341644,7.6032043,6.5834079,7.33566,5310.4028,0
2010,968,Romania,Romania,7.0433903,5.9696059,9.0191078,7.5335593,6.8950562,7.2866249,5233.1631,0
2011,968,Romania,Romania,7.2957907,5.8142591,9.3453331,7.3491178,6.9011927,7.3241978,5374.9312,0
2012,968,Romania,Romania,7.4362712,5.7992544,9.3794241,7.2993951,7.2010603,7.4123235,5588.9448,0
