year,code,country_wb,country_efw,sizeofgovernment,legalsystem,soundmoney,freetrade,regulation,index,gdppercapita,advanced
2002,273,Mexico,Mexico,7.3636613,4.1666665,7.4278097,7.390614,6.8490553,6.6399999,7308.543,0
2003,273,Mexico,Mexico,7.2954397,3.9548328,7.6348543,7.343739,6.8699746,6.6201196,7315.9658,0
2004,273,Mexico,Mexico,7.3320227,4.3099289,7.8858085,7.2037878,6.2989674,6.6201196,7520.2832,0
2005,273,Mexico,Mexico,7.1080832,4.8698101,8.0774508,7.2827811,6.901382,6.8747396,7666.6978,0
2006,273,Mexico,Mexico,7.0849209,5.1429596,8.0629377,7.2043223,6.9363618,6.9146514,7961.9683,0
2007,273,Mexico,Mexico,7.4273691,4.6939015,8.0201578,7.07129,6.8267694,6.8348284,8119.2129,0
2008,273,Mexico,Mexico,7.1238918,4.7620802,7.9811182,7.0481496,6.8179698,6.7749615,8113.1021,0
2009,273,Mexico,Mexico,6.7937446,4.446125,7.9675837,7.0893078,6.5242186,6.5953598,7534.7148,0
2010,273,Mexico,Mexico,7.1768327,4.4865174,8.0660038,7.0379443,6.5775709,6.6951385,7834.144,0
2011,273,Mexico,Mexico,7.0246267,4.5414934,8.1155052,7.065136,6.6534882,6.7065568,8038.1494,0
2012,273,Mexico,Mexico,7.0981565,4.3770885,8.1020746,7.0549731,6.8916197,6.7364969,8250.8662,0
2000,278,Nicaragua,Nicaragua,6.8138323,4.0618629,8.6623201,7.6380029,6.2803531,6.6900001,1061.2327,0
2001,278,Nicaragua,Nicaragua,6.7526264,3.6136365,8.5271931,7.4261303,5.601696,6.3800001,1076.6622,0
2002,278,Nicaragua,Nicaragua,7.5600119,3.5569074,8.9879522,7.2874827,6.3962717,6.754714,1069.9209,0
2003,278,Nicaragua,Nicaragua,7.7495294,3.4168322,8.9667482,7.3334002,6.5704794,6.8039465,1082.5963,0
2004,278,Nicaragua,Nicaragua,7.733088,3.3873913,8.8137808,6.858983,6.3093815,6.6089911,1125.6232,0
2005,278,Nicaragua,Nicaragua,7.8683825,3.9487901,8.8463097,6.8203034,6.8478608,6.8602099,1158.9969,0
2006,278,Nicaragua,Nicaragua,8.0691433,4.1782465,8.6726503,6.9367356,7.2044945,7.0041308,1191.8892,0
2007,278,Nicaragua,Nicaragua,8.0427561,4.1855922,8.6154261,7.0521841,7.1903052,7.0137253,1236.0332,0
2008,278,Nicaragua,Nicaragua,8.0858688,4.0999961,8.0254564,6.9498243,6.9217124,6.8141479,1268.9868,0
2009,278,Nicaragua,Nicaragua,7.6162615,3.9706335,8.7065001,6.9416032,6.6061606,6.7571259,1225.0558,0
2010,278,Nicaragua,Nicaragua,8.4532738,4.072772,8.2898703,6.9672008,6.7495618,6.8996811,1252.2372,0
2011,278,Nicaragua,Nicaragua,7.8830609,4.3086157,8.4905739,6.9473867,6.7649064,6.8817449,1301.9232,0
2012,278,Nicaragua,Nicaragua,8.4897499,4.4398656,8.4899912,6.9405746,7.0443368,7.0816298,1349.8915,0
2000,283,Panama,Panama,7.812417,5.6886077,9.5756941,7.8908377,6.8565979,7.5599999,4099.6582,0
2001,283,Panama,Panama,8.0985918,5.2040758,9.6730547,8.1598177,6.5255456,7.5300002,4041.7046,0
2002,283,Panama,Panama,8.0766869,5.0881367,9.7218046,7.934341,6.7581782,7.5199599,4051.1401,0
2003,283,Panama,Panama,8.1711559,5.0543375,9.7547531,8.0536814,6.8740892,7.5909986,4140.2969,0
2004,283,Panama,Panama,8.2891436,5.1040177,9.6737499,7.9243302,6.5546689,7.5110936,4367.4648,0
2005,283,Panama,Panama,8.3007288,5.4905958,9.5497828,7.9910855,6.6874242,7.6007485,4594.4819,0
2006,283,Panama,Panama,7.8683763,5.5403171,9.4542465,8.0695171,6.8890328,7.5606389,4895.2744,0
2007,283,Panama,Panama,8.2753639,5.6392064,9.3125448,8.0828905,6.9154501,7.6408582,5389.9277,0
2008,283,Panama,Panama,6.4455824,5.6898456,8.7431498,7.9763989,6.8065977,7.1281161,5830.9478,0
2009,283,Panama,Panama,6.2786703,5.4283662,9.087779,8.1359539,6.8190918,7.1482239,5951.3501,0
2010,283,Panama,Panama,8.0235233,5.4644065,9.0439644,8.1763878,6.7751317,7.5001054,6286.5723,0
2011,283,Panama,Panama,6.5286703,5.6401377,8.5213041,8.1202335,6.8075714,7.1181369,6852.8071,0
2012,283,Panama,Panama,6.6242585,5.7389302,8.5165787,8.1103544,6.7955184,7.1482987,7460.416,0
2000,288,Paraguay,Paraguay,7.5750661,3.6708794,8.7211065,6.7824783,5.4585443,6.4400001,1485.2166,0
2001,288,Paraguay,Paraguay,7.7135353,3.1102808,8.8509188,7.3340874,5.3621826,6.4699998,1443.0607,0
2002,288,Paraguay,Paraguay,7.7223425,2.3148804,8.7573404,7.3638148,5.3539023,6.3202314,1414.0723,0
2003,288,Paraguay,Paraguay,7.784905,2.5775576,8.1077986,7.5444551,5.242578,6.2707772,1446.3599,0
2004,288,Paraguay,Paraguay,7.8308063,2.3116653,8.6657619,7.2415671,4.6208382,6.135922,1476.2134,0
2005,288,Paraguay,Paraguay,7.8660965,2.5672662,8.3715315,7.2151785,5.7703605,6.3585186,1479.4038,0
2006,288,Paraguay,Paraguay,7.7508097,2.5495467,8.1510935,7.1083703,6.0921879,6.3290811,1522.0066,0
2007,288,Paraguay,Paraguay,7.6803365,2.4175794,8.2366304,7.0375314,6.1895566,6.2996435,1575.5774,0
2008,288,Paraguay,Paraguay,7.7303805,2.5500691,8.5771418,7.0726781,6.2014623,6.427206,1646.0171,0
2009,288,Paraguay,Paraguay,7.6517224,2.6482165,8.7002068,6.9579387,6.453465,6.4860816,1553.0037,0
2010,288,Paraguay,Paraguay,8.2694035,2.7342544,8.6478672,6.9288874,6.3704228,6.5940194,1725.7948,0
2011,288,Paraguay,Paraguay,8.2056751,2.7644868,8.8666086,6.9926701,6.5853963,6.691607,1769.6467,0
2012,288,Paraguay,Paraguay,8.0705948,2.6946893,9.1096563,6.8442945,6.8426518,6.7112303,1718.3087,0
2000,293,Peru,Peru,8.0674086,3.9353333,8.7862082,8.3458214,7.388546,7.3000002,2486.6702,0
2001,293,Peru,Peru,7.8688893,4.2266479,9.4911366,8.3653231,6.5221629,7.29,2456.8362,0
2002,293,Peru,Peru,7.5549121,3.9666667,9.7170515,8.1335945,7.0979238,7.29,2545.6602,0
2003,293,Peru,Peru,7.6251059,3.9942229,9.560297,8.1988029,7.1108479,7.3000135,2614.7146,0
2004,293,Peru,Peru,7.7448697,4.001893,9.6143026,7.9594011,6.8104053,7.2310529,2711.7371,0
2005,293,Peru,Peru,7.7117076,4.2654591,9.6754303,7.9112773,6.8799548,7.2997332,2863.4805,0
2006,293,Peru,Peru,7.7281456,4.6074114,9.4442883,7.9960198,6.7867627,7.3293667,3051.2939,0
2007,293,Peru,Peru,7.7911649,4.5644107,9.1710787,8.193552,6.823761,7.3293667,3288.0967,0
2008,293,Peru,Peru,7.8527107,4.7504272,9.0151625,8.2482443,7.1983271,7.4380231,3572.9648,0
2009,293,Peru,Peru,7.5114865,4.7574372,9.2338505,8.3818827,7.1661854,7.4281449,3565.3076,0
2010,293,Peru,Peru,7.5251179,4.7674785,9.2719212,8.4448719,7.4904747,7.517046,3835.3203,0
2011,293,Peru,Peru,7.8088994,4.5886197,9.4430113,8.4042187,7.4086771,7.5469284,4051.6785,0
2012,293,Peru,Peru,7.8436861,4.5207496,9.3178978,8.3110151,7.6061697,7.5370502,4252.5,0
2000,298,Uruguay,Uruguay,6.5261097,6.3853192,8.3938942,8.1789112,5.9100628,7.0799999,5180.9507,0
2001,298,Uruguay,Uruguay,6.6319122,5.4302468,8.916873,8.0230989,5.2444892,6.8499999,4972.9214,0
2002,298,Uruguay,Uruguay,7.5398765,5.4700675,8.6659613,7.7111096,6.0595002,7.0862069,4587.397,0
2003,298,Uruguay,Uruguay,7.4010148,5.414619,7.9844193,7.6536374,6.1200218,6.9177237,4627.2437,0
2004,298,Uruguay,Uruguay,6.853147,5.4447517,8.4152918,7.5627985,6.6850562,6.9967833,4861.1211,0
2005,298,Uruguay,Uruguay,7.2460093,5.6892805,8.1773691,7.6776319,6.2758942,7.0164924,5221.6733,0
2006,298,Uruguay,Uruguay,7.2772059,5.5328355,7.9789686,7.7095609,6.3987889,6.9767389,5427.4253,0
2007,298,Uruguay,Uruguay,7.4342732,5.6839743,8.1001854,7.8309932,6.3260088,7.0761228,5768.3145,0
2008,298,Uruguay,Uruguay,7.3080883,5.7439003,8.4478588,7.8928938,6.1770811,7.1158762,6162.8477,0
2009,298,Uruguay,Uruguay,6.8738346,5.8908291,8.8349762,7.92415,6.2775564,7.1556296,6279.6079,0
2010,298,Uruguay,Uruguay,6.3110294,6.012495,8.9805193,7.9625053,6.8411126,7.2251983,6818.0181,0
2011,298,Uruguay,Uruguay,7.3444061,5.684608,9.0860624,7.919342,6.5806446,7.3349714,7238.584,0
2012,298,Uruguay,Uruguay,7.3720145,5.5326886,9.182538,7.8324833,6.4951825,7.2951612,7497.373,0
2000,299,Venezuela,Venezuela,5.9503727,3.7489359,5.5595164,7.8591452,6.0470552,5.8299999,5255.6919,0
2001,299,Venezuela,Venezuela,5.8623271,1.8844444,7.6051884,7.8205914,5.379117,5.71,5332.9434,0
2002,299,Venezuela,Venezuela,5.6891479,1.5999987,5.8196874,4.3196154,5.4274998,4.5700002,4771.8076,0
2003,299,Venezuela,Venezuela,5.2938118,1.488561,4.8602891,4.5122433,4.7058363,4.1768818,4322.6367,0
2004,299,Venezuela,Venezuela,5.3407197,1.6253874,5.1385117,5.806035,4.9388461,4.5719919,5022.7383,0
2005,299,Venezuela,Venezuela,4.9089017,1.6352526,5.1038127,5.5038624,5.4107037,4.5153146,5444.6626,0
2006,299,Venezuela,Venezuela,4.4861073,1.6507555,5.6366954,5.5021601,5.4207478,4.5438924,5879.8682,0
2007,299,Venezuela,Venezuela,4.5575647,1.5676695,5.6166067,3.6309788,5.3965497,4.1533275,6287.0376,0
2008,299,Venezuela,Venezuela,4.8427253,1.5979781,5.2969556,3.5454488,5.1494527,4.0961714,6509.5552,0
2009,299,Venezuela,Venezuela,4.8750196,1.4740961,5.5103745,3.4176803,5.6231923,4.1628532,6199.0918,0
2010,299,"Venezuela, RB",Venezuela,4.9581661,1.4630215,4.7242208,3.4077675,4.3777661,3.7913401,6010.0269,0
2011,299,"Venezuela, RB",Venezuela,4.6125779,1.4514061,4.7134094,3.3599432,4.6816745,3.7797182,6163.9678,0
2012,299,"Venezuela, RB",Venezuela,4.877284,1.301999,4.7252259,3.1926234,4.4678464,3.7129049,6406.8667,0
2000,313,Bahamas,Bahamas,7.785943,6.347014,6.8706326,4.9572649,7.5058999,6.6900001,23841.867,0
2001,313,Bahamas,Bahamas,8.2177362,6.347014,6.985292,4.8761539,7.4699416,6.7800002,24044.248,0
2002,313,Bahamas,Bahamas,8.1423159,6.347014,7.2032309,4.6808543,7.4013023,6.75,24212.393,0
2003,313,Bahamas,Bahamas,8.1701756,6.5494967,7.1976624,4.648632,7.3631878,6.7881894,23407.404,0
2004,313,Bahamas,Bahamas,8.1368361,6.6787453,7.2079487,5.0805979,7.3631878,6.8927693,23117.758,0
2005,313,Bahamas,Bahamas,8.0611982,6.7922344,6.8155727,5.1961532,7.3631878,6.8547406,23416.904,0
2006,313,Bahamas,Bahamas,8.1024933,6.310895,6.6647239,5.0263419,7.4012275,6.6886768,23538.914,0
2007,313,Bahamas,Bahamas,8.2742214,6.5887074,6.7403622,5.1350808,7.3346181,6.8050795,23430.723,0
2008,313,Bahamas,Bahamas,8.2877455,6.6072288,6.8225336,4.887238,7.454495,6.7871714,22472.883,0
2009,313,Bahamas,Bahamas,8.1203032,6.4775825,7.0749731,4.6092968,7.3380651,6.6886768,21160.861,0
2010,313,"Bahamas, The",Bahamas,8.1860256,6.0841103,7.2143373,4.7163835,7.185966,6.6439066,21013.898,0
2011,313,"Bahamas, The",Bahamas,8.1537304,6.1206384,7.1103239,4.8133283,7.2477202,6.663208,21022.449,0
2012,313,"Bahamas, The",Bahamas,8.1412983,6.1682248,7.0803018,4.8301883,7.0606499,6.627336,21083.648,0
2000,316,Barbados,Barbados,6.852941,5.2043757,6.7004638,5.3333335,6.8906231,6.1999998,11252.932,0
2001,316,Barbados,Barbados,6.9358888,5.2043757,6.7250147,5.333333,6.8665037,6.21,10640.16,0
2002,316,Barbados,Barbados,6.126502,5.2043757,6.9942694,5.3999996,6.842773,6.1100001,10216.157,0
2003,316,Barbados,Barbados,6.4484315,5.2339001,6.7034855,5.3999996,6.7993217,6.1199999,10370.507,0
2004,316,Barbados,Barbados,6.7547369,5.2339001,6.8702893,5.383584,6.7993217,6.2048688,10698.985,0
2005,316,Barbados,Barbados,6.5900903,6.5202355,6.2861977,5.5572681,6.7993217,6.3934669,10984.472,0
2006,316,Barbados,Barbados,6.190412,5.9348803,6.2249522,5.6280289,6.9802198,6.2244763,11304.065,0
2007,316,Barbados,Barbados,6.1181002,6.5915713,6.3306336,5.715477,6.9363184,6.3937221,11302.398,0
2008,316,Barbados,Barbados,6.3267179,6.3284683,6.0487704,5.4260941,6.9618096,6.2626648,11267.4,0
2009,316,Barbados,Barbados,6.3340707,6.331058,6.6590943,5.4060483,6.4936199,6.2813873,10617.758,0
2010,316,Barbados,Barbados,6.7311296,6.5375605,6.5686703,5.5726438,6.8524346,6.4966955,,0
2011,316,Barbados,Barbados,6.7111554,6.2645612,6.0829268,5.9953866,6.3232813,6.3395433,,0
2012,316,Barbados,Barbados,7.0126262,6.104743,6.3381791,5.806294,6.6478171,6.4333239,,0
2000,336,Guyana,Guyana,3.8480392,7.4849057,7.8723636,7.5076923,6.9050412,6.7199998,1069.6346,0
2001,336,Guyana,Guyana,3.0588236,7.4849057,7.986897,7.827692,6.8917737,6.6500001,1089.0408,0
2002,336,Guyana,Guyana,2.6274509,6.3737836,7.73001,8.1736965,7.2624707,6.4146924,1096.1294,0
2003,336,Guyana,Guyana,2.362745,6.0145669,7.7420311,8.1806164,7.2057796,6.2816925,1080.8153,0
2004,336,Guyana,Guyana,2.7431371,4.8546505,7.8984094,8.0031786,6.6359797,6.011189,1111.5095,0
2005,336,Guyana,Guyana,3.7911763,5.3593187,7.7203717,7.8454299,7.1624799,6.3567796,1084.1794,0
2006,336,Guyana,Guyana,4.2127452,5.5289426,7.7920094,7.9365191,7.2557716,6.5297532,1133.043,0
2007,336,Guyana,Guyana,4.9862742,5.8099174,7.5081596,8.0488195,7.4344001,6.7351594,1084.6519,0
2008,336,Guyana,Guyana,5.6970587,5.863266,7.7542953,8.022727,7.4851608,6.9621873,1098.4889,0
2009,336,Guyana,Guyana,4.8117647,6.2136931,7.9438062,7.9235067,7.6598458,6.8865113,1127.219,0
2010,336,Guyana,Guyana,4.2803922,6.0926485,7.9595637,7.9025621,7.6175847,6.7351594,1168.8992,0
2011,336,Guyana,Guyana,5,6.0765567,7.8029556,7.9059744,7.9094095,6.9403262,1225.0424,0
2012,336,Guyana,Guyana,5.1764703,6.4215713,7.9495506,7.9151816,7.7143421,7.0273523,1276.8021,0
2000,339,Belize,Belize,6.679009,7.0107231,6.6541142,5.1919656,7.1868243,6.54,3594.9612,0
2001,339,Belize,Belize,6.6669626,7.0107231,6.3549476,5.1919656,7.1868243,6.48,3671.4224,0
2002,339,Belize,Belize,6.9664845,7.0107231,8.0187082,5.4586325,7.1868243,6.9299998,3757.9565,0
2003,339,Belize,Belize,6.9435759,7.02075,8.058816,5.458632,7.3126421,6.96,4003.613,0
2004,339,Belize,Belize,6.9588504,7.02075,8.1716614,5.458632,6.8768125,6.9005127,4082.812,0
2005,339,Belize,Belize,6.8363838,6.478549,8.2728205,5.5249596,7.181819,6.9005127,4100.0098,0
2006,339,Belize,Belize,6.7903051,6.3953137,8.0383139,5.5249596,7.1167359,6.8157864,4182.1255,0
2007,339,Belize,Belize,6.6565747,6.4508038,8.1548052,5.4412785,7.1186848,6.8063722,4131.3955,0
2008,339,Belize,Belize,6.556972,6.3398232,8.1802835,5.4413905,7.1191764,6.7781301,4168.6201,0
2009,339,Belize,Belize,6.5694466,6.1087413,8.3172226,5.4290867,7.2989726,6.8063722,4065.1438,0
2010,339,Belize,Belize,6.4383445,5.6678905,8.4805241,5.4290867,7.1600599,6.7028174,4080.2991,0
2011,339,Belize,Belize,6.3839798,5.6625457,8.3766031,5.5616341,7.313468,6.7043133,4057.9856,0
2012,339,Belize,Belize,6.4054022,5.9549999,8.249629,5.5787549,7.3242302,6.733675,,0
2000,343,Jamaica,Jamaica,8.5219088,5.5824208,8.7208414,7.7992849,7.2111187,7.5700002,3479.0566,0
2001,343,Jamaica,Jamaica,8.5808821,5.5743241,8.9964685,7.5869513,5.9595819,7.3400002,3505.002,0
2002,343,Jamaica,Jamaica,8.7054243,4.9772305,8.9731274,7.2909536,6.9607353,7.3795686,,0
2003,343,Jamaica,Jamaica,8.6777124,5.0647478,8.9784775,6.9792929,7.1505165,7.3595967,,0
2004,343,Jamaica,Jamaica,8.6801786,5.3090854,8.6909332,7.2684102,7.5390902,7.4794278,,0
2005,343,Jamaica,Jamaica,8.6551428,5.8771915,8.6396456,7.2223659,7.8055429,7.6194167,4178.9082,0
2006,343,Jamaica,Jamaica,8.4884863,5.7132826,8.85711,7.3366289,7.6534271,7.5990982,,0
2007,343,Jamaica,Jamaica,8.7720556,5.9622006,8.230547,7.271688,7.0847702,7.4467101,,0
2008,343,Jamaica,Jamaica,8.8124771,6.074378,7.6599045,7.1209049,6.7274151,7.253685,,0
2009,343,Jamaica,Jamaica,8.7389069,5.9288917,8.2165785,6.7359691,6.7738461,7.253685,,0
2010,343,Jamaica,Jamaica,7.6228023,5.9267082,7.975244,6.7170343,6.6943884,6.9590673,,0
2011,343,Jamaica,Jamaica,7.7025003,6.0199461,8.1797504,6.8161583,7.4297218,7.1924896,,0
2012,343,Jamaica,Jamaica,7.6168742,5.9518666,8.6084051,6.8321657,7.6101294,7.2940784,,0
2000,369,Trinidad & Tob.,Trinidad & Tob.,7.0455403,6.6461482,9.0342712,7.283875,7.7487535,7.5500002,8641.3428,0
2001,369,Trinidad & Tob.,Trinidad & Tob.,7.288187,6.3904495,8.9769611,7.9173255,6.8745856,7.4899998,8964.3018,0
2002,369,Trinidad & Tob.,Trinidad & Tob.,7.4392233,5.7136192,8.8083506,7.6543083,7.0264058,7.3314815,9641.9258,0
2003,369,Trinidad & Tob.,Trinidad & Tob.,7.2433715,5.2891726,8.9739161,7.6154642,6.9345903,7.2125926,10980.787,0
2004,369,Trinidad & Tob.,Trinidad & Tob.,7.6003146,4.7344608,8.9719715,7.7937889,6.2984576,7.0829058,11788.485,0
2005,369,Trinidad & Tob.,Trinidad & Tob.,7.4497313,5.3969421,8.5813923,7.7338367,6.5577769,7.1420941,12405.056,0
2006,369,Trinidad & Tob.,Trinidad & Tob.,7.6306911,5.3649583,8.5305996,7.8032722,6.8652439,7.2524357,14039.112,0
2007,369,Trinidad & Tob.,Trinidad & Tob.,7.7557673,5.2224708,8.7310104,7.7445474,6.8195486,7.2624664,14632.896,0
2008,369,Trinidad & Tob.,Trinidad & Tob.,7.4213595,5.6252642,8.4801207,7.5948191,6.8845487,7.2022805,15055.551,0
2009,369,Trinidad & Tob.,Trinidad & Tob.,7.1600227,5.8140559,8.0643892,7.5719624,6.7575564,7.0618458,14328.298,0
2010,369,Trinidad and Tobago,Trinidad & Tob.,6.9136491,5.4923944,7.9636998,7.529377,6.7224436,6.9214115,14298.243,0
2011,369,Trinidad and Tobago,Trinidad & Tob.,6.8531375,5.6805944,8.2015486,7.6238351,6.7454839,7.0030627,13877.088,0
2012,369,Trinidad and Tobago,Trinidad & Tob.,6.9566894,5.7117324,7.6677179,7.661562,6.6470165,6.9027324,14004.054,0
2000,420,Bahrain,Bahrain,6.8021746,6.5436902,9.1187716,8.7054701,7.5058999,7.7399998,14991.57,0
2001,420,Bahrain,Bahrain,6.7936625,6.5436902,8.8037834,8.6743593,7.3800826,7.6399999,14996.483,0
2002,420,Bahrain,Bahrain,6.5919051,6.5436902,8.7722998,8.7543592,7.448174,7.6199999,15057.125,0
2003,420,Bahrain,Bahrain,6.518044,6.2222223,8.7818823,8.7676916,7.5058999,7.5599999,15315.065,0
2004,420,Bahrain,Bahrain,6.7966962,5.6580286,8.7232866,8.5726261,6.9399514,7.3373494,15217.786,0
2005,420,Bahrain,Bahrain,6.483109,5.8372641,8.8167276,8.5670013,7.2254925,7.3879519,15303.784,0
2006,420,Bahrain,Bahrain,6.3414936,6.4232049,9.101943,8.8020458,7.5780053,7.6547389,15102.81,0
2007,420,Bahrain,Bahrain,6.8306208,6.6858177,9.1208897,8.8246155,7.5947542,7.8137984,15072.194,0
2008,420,Bahrain,Bahrain,6.5838113,6.7640648,9.0896559,8.6635284,7.4741783,7.7243276,14820.368,0
2009,420,Bahrain,Bahrain,6.561924,6.7080388,9.000001,8.8534174,7.6051955,7.7541513,14311.606,0
2010,420,Bahrain,Bahrain,6.8818679,6.9412785,9.1758022,8.9190474,7.5995827,7.9132109,14238.937,0
2011,420,Bahrain,Bahrain,6.8401828,6.7559514,8.5457726,8.8093424,7.5671968,7.7143865,,0
2012,420,Bahrain,Bahrain,6.7372413,6.2468581,8.605567,8.5985088,7.4085107,7.5255032,,0
2000,423,Cyprus,Cyprus,6.1873355,7.9778247,6.8798351,5.9977779,5.5213261,6.5100002,20890.23,0
2001,423,Cyprus,Cyprus,6.1076875,7.9778247,7.0603824,5.9955554,5.4737711,6.52,21498.205,0
2002,423,Cyprus,Cyprus,6.9436932,7.9778247,8.2694874,6.0366664,5.6513453,6.98,21676.068,0
2003,423,Cyprus,Cyprus,6.8690519,7.6666665,8.2299824,6.0588884,5.512506,6.8699999,21715.789,0
2004,423,Cyprus,Cyprus,6.9604955,7.9431973,9.5472403,7.3590031,6.1966009,7.6322336,22112.521,0
2005,423,Cyprus,Cyprus,7.4460077,8.3544369,9.3462934,7.2946725,5.2159977,7.5530405,22430.605,0
2006,423,Cyprus,Cyprus,7.4537764,8.3538599,9.1928596,7.2402048,5.2894139,7.532979,22909.893,0
2007,423,Cyprus,Cyprus,7.3220778,8.7946424,9.3613901,7.3561459,5.9237237,7.7737136,23734.203,0
2008,423,Cyprus,Cyprus,7.3198247,8.6652536,9.2997198,7.255157,5.9843845,7.7342029,24312.895,0
2009,423,Cyprus,Cyprus,6.9694242,8.4932556,9.4175177,7.2846518,5.675612,7.5959158,23700.436,0
2010,423,Cyprus,Cyprus,6.9269371,8.4125223,9.4353733,7.2223625,5.711432,7.5662827,15328.335,0
2011,423,Cyprus,Cyprus,6.9994926,8.2757711,9.4953318,7.1790609,5.5079131,7.5168943,15378.167,0
2012,423,Cyprus,Cyprus,6.8328505,7.8801413,9.5185585,6.7632585,5.6329012,7.3588519,,0
2000,429,Iran,Iran,4.9243917,6.6206326,7.9956012,5.7328458,4.2346449,5.9000001,2219.417,0
2001,429,Iran,Iran,6.5421209,6.6206326,8.0380926,5.9111953,4.2346449,6.27,2268.2866,0
2002,429,Iran,Iran,6.6953859,6.6206326,7.788578,5.22083,4.2346449,6.1100001,2407.4473,0
2003,429,Iran,Iran,6.4852552,6.4194674,7.6882625,5.2178669,5.2137189,6.210659,2548.0337,0
2004,429,Iran,Iran,6.4078264,6.4194674,7.9011917,5.747407,5.2427368,6.3558164,2646.7263,0
2005,429,Iran,Iran,6.3189092,6.4424763,8.0574799,5.8042283,5.7104979,6.4698687,2737.1121,0
2006,429,Iran,Iran,6.2909799,5.254426,8.2372684,6.020123,5.8276281,6.3378305,2864.7783,0
2007,429,Iran,Iran,6.3946123,6.4213867,8.0888596,4.9953275,5.5241232,6.2872086,3053.1245,0
2008,429,Iran,Iran,6.2600589,6.4494085,7.8787451,5.0357842,5.9175639,6.3074574,3086.7373,0
2009,429,Iran,Iran,6.454937,6.3411846,8.178709,5.1307459,5.9037657,6.4087005,3104.6101,0
2010,429,"Iran, Islamic Rep.",Iran,6.4178634,6.4018369,8.5284805,5.1481104,5.7936125,6.470921,,0
2011,429,"Iran, Islamic Rep.",Iran,6.0838103,6.471324,7.5563688,5.1715345,5.4101424,6.1516008,,0
2012,429,"Iran, Islamic Rep.",Iran,6.4017229,6.1444006,6.4814301,2.6249888,4.8432579,5.3084879,,0
2000,436,Israel,Israel,2.8683531,8.014328,8.086937,8.7008276,6.189652,6.77,19224.818,1
2001,436,Israel,Israel,2.7799399,7.3666668,9.2354879,8.6572809,5.4543209,6.6999998,18735.025,1
2002,436,Israel,Israel,3.7085795,7.5999999,9.173872,8.9881086,6.5095873,7.1999998,18255.789,1
2003,436,Israel,Israel,4.2014575,6.8362622,9.4470978,9.0835257,6.3695126,7.1999998,18200.256,1
2004,436,Israel,Israel,4.3772454,6.8178568,9.323885,8.7953844,6.3262334,7.1381087,18747.602,1
2005,436,Israel,Israel,4.4548821,7.2604489,9.3360872,8.9717112,6.831481,7.3746743,19330.023,1
2006,436,Israel,Israel,4.4407835,7.1437235,9.1427336,8.8708897,6.6350908,7.24968,20053.727,1
2007,436,Israel,Israel,4.5706863,6.8020811,9.2708292,8.9247093,6.6335583,7.2596931,20783.605,1
2008,436,Israel,Israel,4.8246641,6.72542,9.071517,8.6868992,6.5918102,7.2196398,21240.109,1
2009,436,Israel,Israel,4.6183801,6.7875738,8.8446836,8.7885008,6.4957619,7.1295195,20912.041,1
2010,436,Israel,Israel,4.642375,6.9605985,8.8797064,8.7208014,7.2552314,7.3097601,21528.537,1
2011,436,Israel,Israel,4.7886615,7.0477576,8.8419237,8.4217501,7.0816455,7.2702441,22128.764,1
2012,436,Israel,Israel,4.8986745,6.8465381,8.956563,8.3248901,7.0216117,7.2602162,,1
2000,439,Jordan,Jordan,6.0773859,7.2162418,9.6719351,7.2231197,6.8313355,7.4000001,1927.2037,0
2001,439,Jordan,Jordan,6.0849857,6.0696278,9.5725708,7.5199761,6.2010264,7.0900002,1979.2418,0
2002,439,Jordan,Jordan,5.8891506,6.9333334,9.4747505,7.737361,6.9904118,7.4099998,2043.4701,0
2003,439,Jordan,Jordan,5.787374,6.6295829,9.4757624,7.7454271,7.2508368,7.3894167,2076.9045,0
2004,439,Jordan,Jordan,5.805027,6.588398,9.3966293,7.5276275,6.5327163,7.1735921,2200.9629,0
2005,439,Jordan,Jordan,6.8536501,6.8587976,9.2085619,7.7580357,7.3698668,7.6098928,2326.4951,0
2006,439,Jordan,Jordan,6.593338,6.9114733,8.9371233,7.6588225,7.4242411,7.5101562,2458.3352,0
2007,439,Jordan,Jordan,6.6894546,7.0238285,9.1862459,7.686049,7.5512795,7.6398139,2600.6016,0
2008,439,Jordan,Jordan,6.334177,7.0507779,8.3465757,7.7681308,7.4615922,7.4104199,2728.4412,0
2009,439,Jordan,Jordan,4.8991084,6.7624035,9.2701159,7.6626096,6.9355416,7.1411314,2815.2864,0
2010,439,Jordan,Jordan,7.5596452,6.5333548,9.1916523,7.6821322,7.2143044,7.6298399,2817.8298,0
2011,439,Jordan,Jordan,8.3332453,6.5397658,9.0995255,7.7164879,7.429832,7.8006563,2827.5071,0
2012,439,Jordan,Jordan,8.9532051,6.6111832,9.2213993,7.7170582,6.9031658,7.8405571,2843.6487,0
2000,443,Kuwait,Kuwait,6.3718157,8.0573225,8.091527,7.9624443,4.8624525,7.0700002,28570.916,0
2001,443,Kuwait,Kuwait,6.3507986,8.0573225,8.1962442,7.9624443,6.8755322,7.4899998,27698.525,0
2002,443,Kuwait,Kuwait,6.6021881,8.0573225,7.742249,8.0024443,7.5058999,7.5799999,27587.504,0
2003,443,Kuwait,Kuwait,6.4173946,7.8382235,8.1791773,8.0124636,7.5058999,7.5897808,31323.875,0
